product,cost_proxy,avg_unit_price,total_revenue,total_quantity,margin_estimate_percent,gap_to_20_percent
CORN FLAKES MIXTURE250g VELLANKI FOODS,135.0,136.9035714285714,28884.7,211.0,1.3904468734510607,18.60955312654894
CORN FLOUR 200g EVR,38.0,38.0,342.0,9.0,0.0,20.0
COW GHEE 200ml JAR AMUL HIGH AROMA,148.0,145.83225806451614,5432.8,37.0,-1.4864625729959227,21.486462572995922
COW GHEE 250G VELLANKI FOODS,225.0,225.0,16650.0,74.0,0.0,20.0
COW GHEE 350g SIDS FARM,500.0,502.7027027027027,22100.0,44.0,0.5376344086021518,19.462365591397848
COW GHEE 500ml PET JAR MILKYMIST,419.0,423.0,1692.0,4.0,0.9456264775413712,19.05437352245863
COW MILK 500ML POUCH SIDS FARM,42.0,41.86049180327869,83589.86,2010.0,-0.33326936858964923,20.33326936858965
COW MILK 500ml GOLDEN HERITAGE,31.0,31.0,31.0,1.0,0.0,20.0
CREAMY COFFEE HAZELNUT 22g CONTINENTAL,30.0,30.0,300.0,10.0,0.0,20.0
CRUNCHY BANANA CHIPS 100g FLYBERRY,125.0,125.0,1125.0,9.0,0.0,20.0
CRUNCHY BANANA CHIPS 250g FLYBERRY,299.0,299.0,1196.0,4.0,0.0,20.0
CRUNCHY BANANA CHIPS 65g FLYBERRY,99.0,99.0,396.0,4.0,0.0,20.0
CUCUMBER,32.0,39.53939890710382,218653.87,5548.36,19.06806657536026,0.931933424639741
CUCUMBER WHITE,69.0,69.0,90.8,1.32,0.0,20.0
CUMIN JEERA KG FLYBERRY,950.0,950.0,528.2,0.56,0.0,20.0
CURD 135g POUCH MILKY MIST,10.0,10.0,17530.0,1753.0,0.0,20.0
CURD 500g POUCH HERITAGE,50.0,49.856263736263735,155741.25,3133.0,-0.28830131454819896,20.2883013145482
CURD CUP 200G HERITAGE,25.0,25.0,6525.0,262.0,0.0,20.0
CURD CUP 400GHERITAGE,45.0,46.06587209302325,20063.0,438.0,2.3137998795960706,17.686200120403928
CURD POUCH 400g MILKY MIST,42.0,41.93760233918129,38764.0,929.0,-0.14878690563674418,20.148786905636744
CURD TUB 1KG HERITAGE,109.0,108.83446927374301,98142.23,904.0,-0.15209402624148644,20.152094026241485
CURRY LEAVES,89.0,94.00524590163934,59596.840000000004,635.03,5.324432539516452,14.675567460483549
CUSTARD APPLE ANAND,277.0,272.8720930232558,195140.17,725.49,-1.5127626028039476,21.512762602803946
DABBAKAI,49.0,50.06896551724138,2415.0,48.0,2.13498622589532,17.865013774104682
DALCHINI 50g,60.0,60.0,7080.0,118.0,0.0,20.0
DALMOTI 250g VELLANKI FOODS,150.0,151.91489361702128,20920.0,138.0,1.260504201680673,18.73949579831933
DAMPUDU BIYYAM 1Kg AISHWARYA,74.0,74.0,445.0,6.0,0.0,20.0
DARK CHOCOLATE 150g AMUL,200.0,200.0,2000.0,10.0,0.0,20.0
DARK CHOCOLATE 150g BEST WISHES AMUL,200.0,192.25,3736.0,19.0,-4.031209362808843,24.031209362808845
DASHERI MANGO KG LOOSE,207.0,214.0463,173487.08,812.64,3.2919513208123674,16.708048679187634
DATE BITES 160g FLYBERRY,299.0,298.6785483870968,46823.4,157.0,-0.10762460666797076,20.107624606667972
DATES POWDER 180g FLYBERRY,399.0,399.0,1596.0,4.0,0.0,20.0
DEHYDRATED GINGER  KGS FLYBERRY,1035.0,1035.0,126.27,0.12,0.0,20.0
DEHYDRATED KIWI KG FLYBERRY,870.0,870.0,1214.52,1.6400000000000001,0.0,20.0
DEHYDRATED MANGO KG FLYBERRY,1250.0,1250.0,3502.5,2.81,0.0,20.0
DEHYDRATED PAPAYA  KGS FLYBERRY,809.9680000000001,809.98,173.34,0.21000000000000002,0.001481518062167413,19.998518481937833
DEHYDRATED PINEAPPLE KG FLYBERRY,1200.0,1200.0,1922.4,1.59,0.0,20.0
DERI DATES KG FLYBERRY,900.0,895.0,2215.8,2.4899999999999998,-0.5586592178770949,20.558659217877096
DESI COW GHEE 500ml JIVIKA ORGANICS,999.0,999.0,9990.0,10.0,0.0,20.0
DIAMOND MISRI 200G,30.0,37.407407407407405,2520.0,67.0,19.8019801980198,0.19801980198020175
DILKUSH GRAPES KG LOOSE,129.0,147.41287878787878,21595.82,146.14,12.490685304622655,7.509314695377345
DISCO PUMPKIN,32.0,37.86448275862069,7251.85,184.34,15.488083637655157,4.511916362344843
DONDAKAI,30.735999999999997,45.979562841530054,178902.06,3939.51,33.15290946559769,0.0
DOODH PEDA 200g HERITAGE,125.0,124.64179104477611,29419.0,236.0,-0.28739073164890944,20.28739073164891
DOSA BATTER MIX 900g DSL,80.0,80.0,41680.0,522.0,0.0,20.0
DOSE WITH IMMUNITY BOOSTERS - 6 EGGS PACK ABHI EGGS,125.0,125.0,6000.0,48.0,0.0,20.0
DOUBLE BEANS,119.0,119.0,85.44,0.72,0.0,20.0
DOUBLE HORSE URAD ROUND 1KG,190.0,189.4805194805195,24720.0,130.0,-0.27416038382453223,20.274160383824533
DR GOOD EGGS CAROTENOID 12 PACK,150.0,155.8237762237762,42003.6,272.0,3.737411815391233,16.262588184608767
DR GOOD EGGS CAROTENOID 30 PACK,360.0,373.0120481927711,38904.0,105.0,3.488372093023257,16.51162790697674
DRAGAN FRUIT JUICE,100.0,100.0,300.0,3.0,0.0,20.0
DRAGON Â FRUIT,143.0,170.2914207650273,126788.39,752.93,16.02630399254508,3.973696007454919
DRIED BLACKBERRY KG FLYBERRY,3250.0,3250.0,598.0,0.19,0.0,20.0
DRIED BLUEBERRY KG FLYBERRY,2600.0,2599.056603773585,18805.4,7.21,-0.03629764065336117,20.036297640653363
DRIED CRANBERRY WHOLE KG FLYBERRY,1100.0,1100.0,12562.0,11.43,0.0,20.0
DRIED DATES YELLOW250 GM,125.0,125.0,250.0,2.0,0.0,20.0
DRUMSTICK,5.403999999999999,8.155355191256831,106917.69,13157.0,33.73679167532147,0.0
DRY CHURRA KG FLYBERRY,750.0,745.0704347826087,3309.9,4.51,-0.6616240542183944,20.661624054218393
DRY COCONUT 250G EVR,125.0,138.47826086956522,7820.0,56.0,9.733124018838305,10.266875981161695
DRY COCONUT KG FLYBERRY,600.0,600.0,1162.8,1.9500000000000002,0.0,20.0
EGGS 12PS FARM MADE FREE RANGE U N V,289.0,289.0,37859.0,131.0,0.0,20.0
EGGS 6PC FARM MADE FREE RANGE U N V,149.0,149.0,31290.0,210.0,0.0,20.0
EGGS 6PC JUST LAID VN POULTRY,80.0,80.0,79920.0,999.0,0.0,20.0
EGGS 6PC UPF HEALTHY WHITE U N V,89.0,89.0,2225.0,25.0,0.0,20.0
ELEPHANT FOREST HONEY 250G 1+1,76.05,81.12,574.6,7.0,6.250000000000008,13.749999999999993
ELEPHANT FOREST HONEY 500G 1+1,159.5,159.5,159.5,1.0,0.0,20.0
ELEPHANT SEEDED DATES 400G(CUPS) (1+1 OFFER),115.0,115.0,920.0,8.0,0.0,20.0
ELEPHANT SEEDLESS HONEY DATES400G+10,199.0,199.0,1990.0,10.0,0.0,20.0
ELEPHANT YAM,74.67,97.46782608695652,37894.58,405.08,23.390104203839837,0.0
ENG ITEM BROCOLI SAMBERRY,223.0,380.84885245901637,166019.06,461.8,41.44658739020428,0.0
ENG ITEM CELERY SAMBERRRY,223.0,221.06451612903226,1257.3,5.71,-0.8755289654166066,20.875528965416606
ENG ITEM CHINESE CABBAGE SAMBERRY,168.20000000000005,209.00714285714284,5339.01,25.79,19.524281466798783,0.47571853320121704
ENG ITEM COLOUR CABBAGE SAMBERRY,193.0,207.45624999999998,14381.61,69.23,6.9683366974964525,13.031663302503548
ENG ITEM GREEN LETTUCE SAMBERRY,223.0,256.41289940828403,14676.64,56.96,13.030896450759666,6.969103549240334
ENG ITEM PARSLEY SAMBERRY,316.0,312.44444444444446,320.46,1.03,-1.1379800853485023,21.137980085348502
EUROPEN CUCUMBER,58.55,63.641366120218585,156041.7,2483.53,8.000089298210527,11.999910701789473
FIGS AFGHANI NORMAL KG FLYBERRY,1900.0,1896.7880681818183,47772.840000000004,25.32,-0.16933530277109632,20.169335302771096
FILTER COFFE STRONG 5 10ml ID FRESH,55.0,55.0,55.0,1.0,0.0,20.0
FILTER COFFEE 150ML ID FRESH,110.0,140.0,700.0,5.0,21.428571428571427,0.0
FILTER COFFEE 150ML NEW BOLD ID FRESH,135.0,135.0,540.0,4.0,0.0,20.0
FINGER CHIPS PAPAD 200G EVR,52.0,49.028571428571425,478.4,10.0,-6.0606060606060685,26.06060606060607
FLAX SEED OIL 1L MESMARA,599.0,599.0,2396.0,4.0,0.0,20.0
FLAX SEEDS KGS FLYBERRY,280.0,280.0,2814.56,10.66,0.0,20.0
FLY BERRY DERI DATES 255g,199.0,199.0,84575.0,427.0,0.0,20.0
FLYBERRY CASHEW 4 PIECE,998.992,998.6658333333334,1566.01,1.55,-0.032660240871356744,20.03266024087136
FLYBERRY CRISPY SWEET CORN 12g,49.0,49.0,147.0,3.0,0.0,20.0
FLYBERRY CRUNCHY BANANA CHIPS 25g,49.5,49.5,297.0,6.0,0.0,20.0
FLYBERRY DREAMY DERI DATES 220g,399.0,399.0,27930.0,70.0,0.0,20.0
FLYBERRY DREAMY DERI DATES 400G,699.0,698.9998333333333,54521.99,78.0,-2.3843591765370638e-05,20.000023843591766
FLYBERRY KNOCKOUT KALMI DATES 200g,249.0,249.0,2988.0,12.0,0.0,20.0
FLYBERRY KNOCKOUT KALMI DATES 400g,449.0,449.0,4939.0,11.0,0.0,20.0
FLYBERRY MEDJOUL MAJESTIC DATES 400g BOX,999.0,999.0,36963.0,37.0,0.0,20.0
FLYBERRY MINI MEDJOUL DATES 200g BOX,399.0,412.04347826086956,9876.0,24.0,3.165558721114276,16.834441278885723
FLYBERRY SHAHJEERA CARAWAY SEEDS,990.0,990.0,104.94,0.11,0.0,20.0
FLYBERRY SPICE OKRA CHIPS 25g,49.5,49.5,1782.0,36.0,0.0,20.0
FLYBERRY SPICED CHICKPEAS CRISP 31g,49.5,49.5,99.0,2.0,0.0,20.0
FLYBERRY STRAWBERRY DEHYDRATED REGULAR,1600.0,1600.0,11113.6,6.96,0.0,20.0
FOXTAIL MILLET KORRALU BIYYAM 500g,80.0,80.0,720.0,9.0,0.0,20.0
FREEDOM GROUNDNUTOIL 1LT,165.0,163.22535211267606,16962.0,104.0,-1.0872378980067263,21.087237898006727
FREEDOM MUSTARD OIL 1 Lt,178.0,178.0,178.0,1.0,0.0,20.0
FREEDOM RF SUNFLOWER OIL 1LT POUCH,158.0,158.95364238410596,64739.0,408.0,0.5999500041663203,19.40004999583368
FREEDOM RICE BRAN 1LTR,156.0,156.2183908045977,22978.0,147.0,0.13979839599735264,19.860201604002647
FREEDOM SUNFLOWER OIL 5LT,801.0,794.0347826086957,18903.6,24.0,-0.8771929824561406,20.87719298245614
FREEDOM SUNFLOWER OIL PET 1LT,160.0,168.07692307692307,12080.0,72.0,4.805491990846676,15.194508009153324
FREEDOM SUNFLOWER OIL PET 2LT,330.0,352.88851851851854,11375.99,32.0,6.486047949252681,13.513952050747319
FRESH CREAM 200ML HERITAGE,65.0,65.0,65.0,1.0,0.0,20.0
FRESH CREAM 250ML AMUL,70.0,69.58823529411765,3101.0,45.0,-0.5917159763313538,20.591715976331354
FRESH CREAM 250ml UHT MILKY MIST,80.0,80.0,4320.0,54.0,0.0,20.0
FRESH DATES YELLOW BOX ANAND,69.9,69.9,489.30000000000007,7.0,0.0,20.0
FRESH LOOSE PANEER,520.0,519.9998224852071,155474.76,304.8,-3.413747182310505e-05,20.000034137471822
FRESH PANEER BLOCK 200g AMUL,95.0,95.0,2280.0,24.0,0.0,20.0
FRIED GRAM PUTANA 250g,45.0,44.97794117647059,7827.75,174.0,-0.04904364884747704,20.049043648847476
FRUIT BASKET 120 SADGURU,120.0,120.0,600.0,5.0,0.0,20.0
FRUIT BASKET 170 SADGURU,170.0,170.0,850.0,5.0,0.0,20.0
FRUIT BASKET 200,225.0,225.0,675.0,3.0,0.0,20.0
FRUIT BASKET 200 SADGURU,200.0,200.0,2000.0,10.0,0.0,20.0
FRUIT BASKET 240 SADGURU,240.0,240.0,240.0,1.0,0.0,20.0
FRUIT BASKET 250 RAJU,258.0,263.3333333333333,1330.0,5.0,2.0253164556961956,17.974683544303804
FRUIT BASKET 300 SADGURU,300.0,300.0,900.0,3.0,0.0,20.0
FRUIT BASKET 350 RAJU,350.0,350.0,3150.0,9.0,0.0,20.0
FRUIT BASKET 450 SADGURU,64.0,160.0,320.0,2.0,60.0,0.0
FRUIT BOWL NRG,45.0,45.0,1260.0,28.0,0.0,20.0
FRUIT BREAD 200g SML SPENCERS AKSHAYA NANDA,30.0,30.0,1980.0,66.0,0.0,20.0
FRUIT N NUT 150g DARK CHOCOLATE AMUL,200.0,199.2,5980.0,30.0,-0.4016064257028169,20.401606425702816
FRUIT YOGHURT BB 100g MILKYMIST,30.0,30.0,4830.0,161.0,0.0,20.0
FRUIT YOGURT 75g ALPHONSO MANGO EPIGAMIA,35.0,35.0,3605.0,103.0,0.0,20.0
FRUIT YOGURT 75g STRAWBERRY EPIGAMIA,35.0,35.0,4515.0,129.0,0.0,20.0
FULL CREAM MILK 500ml HERITAGE,41.0,41.33170731707317,211274.0,5117.0,0.8025492741649869,19.19745072583501
FlyberryAlmondRoastedSalted,2000.0,2000.0,236.0,0.12,0.0,20.0
FlyberryBrazilNut,3500.0,3500.0,16905.0,4.82,0.0,20.0
FlyberryCashew180,2000.0,2000.0,2204.0,1.1,0.0,20.0
FlyberryHazelnut,1900.0,1900.0,3176.8,1.68,0.0,20.0
FlyberryMacadamia,5500.0,5500.0,3729.0,0.67,0.0,20.0
FlyberryMelonSeeds,1000.0,1000.0,9004.0,9.15,0.0,20.0
FlyberryPeriPeriAlmond,2000.0,2000.0,132.0,0.07,0.0,20.0
FlyberryPrunes,1800.0,1784.2857142857142,1255.54,0.71,-0.8807045636509244,20.880704563650923
G ELAICHI 50g,235.0,235.0,29610.0,127.0,0.0,20.0
GAJANAN ORANGE PRM HMT RAW RICE 1Kg,85.0,85.0,2890.0,34.0,0.0,20.0
GAJANAN ORANGE PRM HMT RAW RICE 5Kg,420.0,420.0,7140.0,17.0,0.0,20.0
GAJANAN ORANGE PRM HMT RICE 1Kg,80.0,80.0,1360.0,17.0,0.0,20.0
GAJANAN ORANGE PRM HMT RICE 5Kg,385.0,385.0,8085.0,21.0,0.0,20.0
GAJANAN TELANGANA SONA RICE 1Kg,75.0,75.0,3075.0,41.0,0.0,20.0
GAJANAN TELANGANA SONA RICE 5Kg,350.0,336.6666666666667,8820.0,26.0,-3.960396039603954,23.960396039603953
GARAM MASALA 100g VELLANKI FOODS,70.0,70.88888888888889,708.0,10.0,1.2539184952978013,18.7460815047022
GARLIC,153.0,162.08524590163933,181961.57,1121.55,5.605226960110031,14.39477303988997
GARLIC PEELED BOX,64.0,64.22139072847682,26630.8,415.0,0.34473051107355024,19.65526948892645
GARLIC PICKLE 250g AHA,100.0,100.0,400.0,4.0,0.0,20.0
GAVVALU SWEET 250G VELLANKI FOODS,140.0,141.0897435897436,51995.0,369.0,0.7723761926397102,19.22762380736029
GEMS KG FLYBERRY,600.0,600.0,3252.0,5.38,0.0,20.0
GHEE 200ML PET JAR MILKY MIST,179.0,183.125,1650.0,9.0,2.2525597269624575,17.747440273037544
GHEE ARISELU 250g VELLANKI FOODS,170.0,171.14678899082568,33515.0,196.0,0.6700616456713991,19.3299383543286
GINGER,79.0,99.47765027322404,162048.46,1604.11,20.585176888457248,0.0
GINGER GARLIC PASTE 250G VELLANKI FOODS,115.0,116.42857142857143,8370.0,72.0,1.2269938650306766,18.77300613496932
GINGER PICKLE 250G VELLANKI FOODS,115.0,116.35135135135135,6530.0,56.0,1.1614401858304324,18.838559814169567
GINGER PICKLE 250g AHA,100.0,100.0,1600.0,16.0,0.0,20.0
GINGER PICKLE 500g AHA,200.0,200.0,1000.0,5.0,0.0,20.0
GOLD DROP SUNFLOWER OIL 1Lt pouch,156.0,158.46666666666667,28504.2,180.0,1.5565839293226769,18.443416070677323
GOLDEN COW GHEE 500 ML HERITAGE,375.0,375.0,19875.0,53.0,0.0,20.0
GOLDEN KIWI FRUIT BIG,79.0,79.0,395.0,5.0,0.0,20.0
GOLDEN KIWI SMALL,58.0,66.44841726618705,109152.55,1687.0,12.714249057796764,7.2857509422032365
GONGURA PANDU MIRAPAKAYA PICKLE  500g AHA,174.998,174.998,874.99,5.0,0.0,20.0
GONGURA PANDU MIRAPAKAYA PICKLE 250g  AHA,90.0,90.0,810.0,9.0,0.0,20.0
GONGURA PICKLE 250g  AHA,90.0,90.0,1440.0,16.0,0.0,20.0
GONGURA PICKLE 250g VELLANKI FOODS,120.0,121.57894736842105,2915.0,24.0,1.2987012987013005,18.7012987012987
GONGURA PICKLE 500g  AHA,175.0,175.0,525.0,3.0,0.0,20.0
GONGURA(PUNTIKURA),64.0,67.78065934065934,42112.0,630.23,5.577784839268228,14.422215160731772
GRAPE JUICE,50.0,54.0,370.0,7.0,7.4074074074074066,12.592592592592593
GREEK CEREALS YOGHURT 100g MILKY MIST,40.0,40.0,1520.0,38.0,0.0,20.0
GREEK HONEY AND FIG YOGHURT 100g MILKY MIST,40.0,40.0,640.0,16.0,0.0,20.0
GREEK YOGHURT 100g MILKY MIST,40.0,40.0,2760.0,69.0,0.0,20.0
GREEK YOGURT 85g  ALPHONSO MANGO  EPIGAMIA,60.0,59.26829268292683,9660.0,162.0,-1.234567901234572,21.234567901234573
GREEK YOGURT ALPHONSO MANGO SMOOTHIE 180ml EPIGAMIA,80.0,78.70967741935483,6880.0,87.0,-1.6393442622950898,21.63934426229509
GREEK YOGURT BLUEBERRY 90g EPIGAMIA,60.0,60.0,10620.0,182.0,0.0,20.0
GREEK YOGURT BLUEBERRY SMOOTHIE 180ml EPIGAMIA,80.0,80.0,6000.0,75.0,0.0,20.0
GREEK YOGURT MIXED BERRY ZERO ADDED SUGAR 120g EPIGAMIA,70.0,70.8,2340.0,33.0,1.1299435028248548,18.870056497175145
GREEK YOGURT NATURAL 90g EPIGAMIA,55.0,58.62068965517241,9975.0,170.0,6.176470588235293,13.823529411764707
GREEK YOGURT STRAWBERRY 85g EPIGAMIA,60.0,60.0,8340.0,139.0,0.0,20.0
GREEK YOGURT STRAWBERRY SMOOTHIE 180ml EPIGAMIA,80.0,80.0,5200.0,66.0,0.0,20.0
GREEK YOGURT STRAWBERRY ZERO ADD SUGAR 120g EPIGAMIA,70.0,70.0,2170.0,31.0,0.0,20.0
GREEK YOGURT VANILLA BEAN 90g EPIGAMIA,60.0,60.0,4620.0,77.0,0.0,20.0
GREEK YOGURT WILD RASBERRY 85g EPIGAMIA,60.0,62.09290697674418,7409.99,120.0,3.370605562931759,16.629394437068242
GREEN APPLE,359.0,378.80737226277375,57267.08,151.97,5.2288771848488835,14.771122815151116
GREEN CHILLY,59.0,75.35027322404372,158356.02,2066.47,21.699023141466814,0.0
GREEN PEAS,167.12,181.09258620689656,58912.81,329.22,7.715714099379532,12.284285900620468
GREEN PEAS BATANI 500G EVR,165.0,160.0,5610.0,35.0,-3.125,23.125
GREEN PEAS SEED PAC,320.0,446.84313725490193,9988.7,22.5,28.386502259862212,0.0
GROUND NUT,93.2,113.17011976047904,40331.22,355.66,17.64610641284569,2.3538935871543103
GROUND NUT OIL 1Lt. COLD PRESSED MESMARA,420.0,420.0,13440.0,32.0,0.0,20.0
GUAVA HYBRID BIG ANAND,99.0,131.23091549295776,208875.02,1628.11,24.56045922706938,0.0
GUAVA Local,129.0,129.0,1940.93,15.05,0.0,20.0
GULAB JAM MIX 200g MILKY MIST,130.0,122.5,1470.0,12.0,-6.122448979591836,26.122448979591837
GULABI ROUND BRINJAL,51.432,77.4477094972067,64226.23,878.02,33.59132202372622,0.0
Ginger Imbued Honey 250g BT,225.0,225.0,3600.0,16.0,0.0,20.0
Ginger Imbued Honey 500g BT,405.0,405.0,3240.0,8.0,0.0,20.0
Green Kiwi Small,34.0,39.28814207650273,117932.0,3043.0,13.459893486959867,6.540106513040133
HAZELNUT CHOCOLATE SPREAD 200g,499.0,499.0,499.0,1.0,0.0,20.0
HEKATPY BUCK WHEAT COOKIES 125g,125.0,125.0,500.0,4.0,0.0,20.0
HEKATPY PEARL MILLET COOKIE 125g,125.0,125.0,125.0,1.0,0.0,20.0
HEKATPY QUINO COOKIES 125g,125.0,125.0,625.0,5.0,0.0,20.0
HEKTAPY HEALTHY DEL JOWAR 125G,125.0,125.0,375.0,3.0,0.0,20.0
HEKTAPY HEALTHY DEL RAGI 125G,125.0,125.0,625.0,5.0,0.0,20.0
HEKTAPY MULTI MILLET S.N,125.0,125.0,625.0,5.0,0.0,20.0
HEKTAPY OAT COOKIES  125g,125.0,125.0,125.0,1.0,0.0,20.0
HEKTAPY RAJGIRI COOKIES 125g,125.0,125.0,375.0,3.0,0.0,20.0
HIMALAYAN HONEY 225g APIS,165.0,165.0,495.0,3.0,0.0,20.0
HIMALAYAN HONEY 500g APIS,325.0,325.0,2275.0,7.0,0.0,20.0
HIMAYATH MANGO KG LOOSE,269.0,317.78234567901234,193772.48,617.9,15.350867139827438,4.649132860172562
HOME DELIVERY CHARGES,1.0,1.0,30.0,30.0,0.0,20.0
HULLED WHITE SESAME OIL 1Lt. MESMARA,700.0,700.0,3500.0,5.0,0.0,20.0
I.Orange Pack of 4,85.0,106.57894736842105,2407.0,23.0,20.246913580246915,0.0
ICE BERG ENGLISH ITEM SAMBERRY,220.484,227.06798387096774,15235.21,67.31,2.8995650371868815,17.100434962813118
IDLI KARAM 100g VELLANKI FOODS,58.0,58.77777777777778,2584.0,44.0,1.3232514177693775,18.676748582230623
IDLI POWDER AKA GUNDPOWDER AKA KARAM PODI PREMIUM KG LOOSE FLYBER,799.0,799.0,73.51,0.09,0.0,20.0
IDLY . DOSA BATTER 1KG ID FRESH,95.0,95.0,61655.0,650.0,0.0,20.0
IDLY BATTER 900g DSL,80.0,80.0,21280.0,266.0,0.0,20.0
IDLY KARAM FLYBERRY,500.0,500.0,631.0,1.28,0.0,20.0
IDLY RAVA1KG,65.0,64.71875,10799.75,167.0,-0.43457267020762913,20.43457267020763
IDLY RAWA 500g,35.0,35.0,665.0,19.0,0.0,20.0
IDLY RAWA ORANGE 1KG AISHWARYA,60.0,60.0,360.0,6.0,0.0,20.0
IDLY RICE  1Kg,70.0,70.0,1610.0,23.0,0.0,20.0
IGURU KARAM 100g VELLANKI FOODS,64.0,63.42857142857143,444.0,7.0,-0.9009009009008976,20.900900900900897
IMLI POP KG FLYBERRY,480.0,480.0,620.16,1.3,0.0,20.0
IMP ORANGE CANE,100.0,100.0,200.0,2.0,0.0,20.0
IMP Orange Juices,150.0,150.0,7800.0,52.0,0.0,20.0
IMPORTED ORANGE,158.0,197.96363636363637,100960.52,510.84,20.18736223365173,0.0
IMPORTED PLUMS,232.4,330.65707182320443,76389.38,231.75,29.715702519660752,0.0
INDIAN RAISINS GREEN FLYBERRY,600.0,600.0,3633.6,6.04,0.0,20.0
INDIAN RAISINSGOLDEN KGS FLYBERRY,600.0,600.0,7728.0,12.86,0.0,20.0
INSIDE YELLOW MELON Kg,39.9,39.9,4048.74,101.48,0.0,20.0
IODIZED SALT 1KG PON,20.0,20.0,80.0,4.0,0.0,20.0
IRANIAN DATES 500g ORIGINAL AM ENTERPRISES,229.0,228.0,2738.0,12.0,-0.43859649122807015,20.43859649122807
JACK FRUIT SEEDS ANAND,84.0,84.0,12180.0,145.0,0.0,20.0
JAGGERY KESAR 450G,50.0,51.27835051546392,8600.0,169.0,2.492963409730604,17.507036590269397
JAGGERY KESAR 900G,91.0,95.58641791044776,10681.0,112.0,4.798189963290235,15.201810036709766
JAGGERY MINI CUBES 500G EVR,115.0,115.0,3335.0,29.0,0.0,20.0
JAGGERY POWDER 500g JIVIKA ORGANICS,95.0,95.0,7220.0,76.0,0.0,20.0
JANTHIKALU 250g VELLANKI FOODS,150.0,150.6515436241611,42697.41,286.0,0.43248386872592254,19.56751613127408
JAVATRI 50g,180.0,180.0,9720.0,54.0,0.0,20.0
JEERA 100g,65.0,65.0,3380.0,52.0,0.0,20.0
JEERA 200g,125.0,125.0,20625.0,165.0,0.0,20.0
JEERA PAPAD 200G EVR,68.0,68.0,748.0,11.0,0.0,20.0
JIVIKA COLD PRESSED SAFFLOWER OIL 1LTR,539.994,539.9966666666667,1619.99,5.0,0.0004938302088237898,19.999506169791175
