product,unit_price,estimated_margin,total_revenue,quantity_sold,revenue_weight
COW GHEE 500ml PET JAR MILKYMIST,423.0,0.30000000000000004,1692.0,4.0,6.663036716197176e-05
COW MILK 500ML POUCH SIDS FARM,41.86049180327869,0.30000000000000004,83589.86,2010.0,0.003291739398828497
COW MILK 500ml GOLDEN HERITAGE,31.0,0.30000000000000004,31.0,1.0,1.2207691383103572e-06
CREAMY COFFEE HAZELNUT 22g CONTINENTAL,30.0,0.3,300.0,10.0,1.1813894886874425e-05
CRUNCHY BANANA CHIPS 100g FLYBERRY,125.0,0.3,1125.0,9.0,4.430210582577909e-05
CRUNCHY BANANA CHIPS 250g FLYBERRY,299.0,0.30000000000000004,1196.0,4.0,4.7098060949006044e-05
CRUNCHY BANANA CHIPS 65g FLYBERRY,99.0,0.30000000000000004,396.0,4.0,1.559434125067424e-05
CUCUMBER,39.53939890710382,0.30000000000000004,218653.87,5548.36,0.008610512789294351
CUCUMBER WHITE,69.0,0.30000000000000004,90.8,1.32,3.575672185760659e-06
CUMIN JEERA KG FLYBERRY,950.0,0.3,528.2,0.56,2.0800330930823574e-05
CURD 135g POUCH MILKY MIST,10.0,0.3,17530.0,1753.0,0.0006903252578896956
CURD 500g POUCH HERITAGE,49.856263736263735,0.3,155741.25,3133.0,0.006133035856834772
CURD CUP 200G HERITAGE,25.0,0.3,6525.0,262.0,0.00025695221378951876
CURD CUP 400GHERITAGE,46.06587209302325,0.3000000000000001,20063.0,438.0,0.0007900739103845387
CURD POUCH 400g MILKY MIST,41.93760233918129,0.30000000000000004,38764.0,929.0,0.0015265127379826674
CURD TUB 1KG HERITAGE,108.83446927374301,0.30000000000000004,98142.23,904.0,0.0038648066306115124
CURRY LEAVES,94.00524590163934,0.30000000000000004,59596.840000000004,635.03,0.002346902677832911
CUSTARD APPLE ANAND,272.8720930232558,0.3000000000000001,195140.17,725.49,0.0076845515219560205
DABBAKAI,50.06896551724138,0.30000000000000004,2415.0,48.0,9.510185383933913e-05
DALCHINI 50g,60.0,0.3,7080.0,118.0,0.00027880791933023645
DALMOTI 250g VELLANKI FOODS,151.91489361702128,0.3,20920.0,138.0,0.0008238222701113766
DAMPUDU BIYYAM 1Kg AISHWARYA,74.0,0.3,445.0,6.0,1.7523944082197064e-05
DARK CHOCOLATE 150g AMUL,200.0,0.3,2000.0,10.0,7.87592992458295e-05
DARK CHOCOLATE 150g BEST WISHES AMUL,192.25,0.3,3736.0,19.0,0.0001471223709912095
DASHERI MANGO KG LOOSE,214.0463,0.3000000000000001,173487.08,812.64,0.006831860424502581
DATE BITES 160g FLYBERRY,298.6785483870968,0.30000000000000004,46823.4,157.0,0.0018438890861535867
DATES POWDER 180g FLYBERRY,399.0,0.3000000000000001,1596.0,4.0,6.284992079817194e-05
DEHYDRATED GINGER  KGS FLYBERRY,1035.0,0.3,126.27,0.12,4.972468357885446e-06
DEHYDRATED KIWI KG FLYBERRY,870.0,0.3,1214.52,1.3800000000000001,4.782737206002242e-05
DEHYDRATED MANGO KG FLYBERRY,1250.0,0.3,3502.5,2.81,0.0001379272228042589
DEHYDRATED PAPAYA  KGS FLYBERRY,809.98,0.30000000000000004,173.34,0.21000000000000002,6.826068465636043e-06
DEHYDRATED PINEAPPLE KG FLYBERRY,1200.0,0.3,1922.4,1.59,7.570343843509132e-05
DERI DATES KG FLYBERRY,895.0,0.3,2215.8,2.4899999999999998,8.725742763445451e-05
DESI COW GHEE 500ml JIVIKA ORGANICS,999.0,0.30000000000000004,9990.0,10.0,0.00039340269973291836
DIAMOND MISRI 200G,37.407407407407405,0.3,2520.0,67.0,9.923671704974517e-05
DILKUSH GRAPES KG LOOSE,147.41287878787878,0.30000000000000004,21595.82,146.14,0.0008504358249195348
DISCO PUMPKIN,37.86448275862069,0.30000000000000004,7251.85,184.34,0.00028557531211793435
DONDAKAI,45.979562841530054,0.30000000000000004,178902.06,3939.51,0.007045100439617672
DOODH PEDA 200g HERITAGE,124.64179104477611,0.30000000000000004,29419.0,236.0,0.001158509912256529
DOSA BATTER MIX 900g DSL,80.0,0.3,41680.0,522.0,0.0016413437962830867
DOSE WITH IMMUNITY BOOSTERS - 6 EGGS PACK ABHI EGGS,125.0,0.3,6000.0,48.0,0.0002362778977374885
DOUBLE BEANS,119.0,0.30000000000000004,85.44,0.72,3.3645972637818363e-06
DOUBLE HORSE URAD ROUND 1KG,189.4805194805195,0.3,24720.0,130.0,0.0009734649386784526
DR GOOD EGGS CAROTENOID 12 PACK,155.8237762237762,0.3,42003.6,272.0,0.0016540870509010618
DR GOOD EGGS CAROTENOID 30 PACK,373.0120481927711,0.3000000000000001,38904.0,105.0,0.0015320258889298755
DRAGAN FRUIT JUICE,100.0,0.3,300.0,3.0,1.1813894886874425e-05
DRAGON Â FRUIT,170.2914207650273,0.30000000000000004,126788.39,752.93,0.004992882374453468
DRIED BLACKBERRY KG FLYBERRY,3250.0,0.3,598.0,0.19,2.3549030474503022e-05
DRIED BLUEBERRY KG FLYBERRY,2599.056603773585,0.3000000000000001,18805.4,7.21,0.0007405500630187611
DRIED CRANBERRY WHOLE KG FLYBERRY,1100.0,0.3,12562.0,11.43,0.0004946871585630551
DRIED DATES YELLOW250 GM,125.0,0.3,250.0,2.0,9.844912405728688e-06
DRUMSTICK,8.155355191256831,0.30000000000000004,106917.69,13157.0,0.004210381170691416
DRY CHURRA KG FLYBERRY,745.0704347826087,0.3,3309.9,4.51,0.00013034270228688553
DRY COCONUT 250G EVR,138.47826086956522,0.3,7820.0,56.0,0.00030794886005119335
DRY COCONUT KG FLYBERRY,600.0,0.3,1162.8,1.9500000000000002,4.579065658152527e-05
EGGS 12PS FARM MADE FREE RANGE U N V,289.0,0.30000000000000004,37859.0,131.0,0.0014908741550739295
EGGS 6PC FARM MADE FREE RANGE U N V,149.0,0.30000000000000004,31290.0,210.0,0.0012321892367010026
EGGS 6PC JUST LAID VN POULTRY,80.0,0.3,79920.0,999.0,0.003147221597863347
EGGS 6PC UPF HEALTHY WHITE U N V,89.0,0.30000000000000004,2225.0,25.0,8.761972041098532e-05
ELEPHANT FOREST HONEY 250G 1+1,81.12,0.3000000000000001,574.6,7.0,2.2627546673326817e-05
ELEPHANT FOREST HONEY 500G 1+1,159.5,0.30000000000000004,159.5,1.0,6.281054114854903e-06
ELEPHANT SEEDED DATES 400G(CUPS) (1+1 OFFER),115.0,0.3,920.0,8.0,3.622927765308157e-05
ELEPHANT SEEDLESS HONEY DATES400G+10,199.0,0.3000000000000001,1990.0,10.0,7.836550274960036e-05
ELEPHANT YAM,97.46782608695652,0.30000000000000004,37894.58,405.08,0.001492275283007513
ENG ITEM BROCOLI SAMBERRY,380.84885245901637,0.30000000000000004,166019.06,461.8,0.0065377724135256615
ENG ITEM CELERY SAMBERRRY,221.06451612903226,0.30000000000000004,1257.3,5.71,4.9512033470890715e-05
ENG ITEM CHINESE CABBAGE SAMBERRY,209.00714285714284,0.30000000000000004,5339.01,25.79,0.0002102483431332381
ENG ITEM COLOUR CABBAGE SAMBERRY,207.45624999999998,0.30000000000000004,14381.61,69.23,0.000566342762813407
ENG ITEM GREEN LETTUCE SAMBERRY,256.41289940828403,0.30000000000000004,14676.64,56.96,0.0005779609408416555
ENG ITEM PARSLEY SAMBERRY,312.44444444444446,0.30000000000000004,320.46,1.03,1.261960251815926e-05
EUROPEN CUCUMBER,63.641366120218585,0.30000000000000004,156041.7,2483.53,0.006144867472563977
FIGS AFGHANI NORMAL KG FLYBERRY,1896.7880681818183,0.3,47772.840000000004,25.32,0.0018812777006915668
FILTER COFFE STRONG 5 10ml ID FRESH,55.0,0.3,55.0,1.0,2.165880729260311e-06
FILTER COFFEE 150ML ID FRESH,140.0,0.3,700.0,5.0,2.7565754736040325e-05
FILTER COFFEE 150ML NEW BOLD ID FRESH,135.0,0.3,540.0,4.0,2.1265010796373965e-05
FINGER CHIPS PAPAD 200G EVR,49.028571428571425,0.3,478.4,10.0,1.8839224379602416e-05
FLAX SEED OIL 1L MESMARA,599.0,0.3000000000000001,2396.0,4.0,9.435364049650374e-05
FLAX SEEDS KGS FLYBERRY,280.0,0.3,2814.56,10.02,0.00011083638664267093
FLY BERRY DERI DATES 255g,199.0,0.3000000000000001,84575.0,427.0,0.003330533866858015
FLYBERRY CASHEW 4 PIECE,998.6658333333334,0.30000000000000004,1566.01,1.55,6.166892510598073e-05
FLYBERRY CRISPY SWEET CORN 12g,49.0,0.30000000000000004,147.0,3.0,5.7888084945684684e-06
FLYBERRY CRUNCHY BANANA CHIPS 25g,49.5,0.30000000000000004,297.0,6.0,1.1695755938005681e-05
FLYBERRY DREAMY DERI DATES 220g,399.0,0.3000000000000001,27930.0,70.0,0.001099873613968009
FLYBERRY DREAMY DERI DATES 400G,698.9998333333333,0.30000000000000004,54521.99,78.0,0.0021470568629440617
FLYBERRY KNOCKOUT KALMI DATES 200g,249.0,0.30000000000000004,2988.0,12.0,0.00011766639307326927
FLYBERRY KNOCKOUT KALMI DATES 400g,449.0,0.3000000000000001,4939.0,11.0,0.00019449608948757596
FLYBERRY MEDJOUL MAJESTIC DATES 400g BOX,999.0,0.30000000000000004,36963.0,37.0,0.001455589989011798
FLYBERRY MINI MEDJOUL DATES 200g BOX,412.04347826086956,0.3000000000000001,9876.0,24.0,0.00038891341967590607
FLYBERRY SHAHJEERA CARAWAY SEEDS,990.0,0.3,104.94,0.11,4.1325004314286734e-06
FLYBERRY SPICE OKRA CHIPS 25g,49.5,0.30000000000000004,1782.0,36.0,7.017453562803408e-05
FLYBERRY SPICED CHICKPEAS CRISP 31g,49.5,0.30000000000000004,99.0,2.0,3.89858531266856e-06
FLYBERRY STRAWBERRY DEHYDRATED REGULAR,1600.0,0.3,11113.6,6.96,0.00043764967404922537
FOXTAIL MILLET KORRALU BIYYAM 500g,80.0,0.3,720.0,9.0,2.835334772849862e-05
FREEDOM GROUNDNUTOIL 1LT,163.22535211267606,0.3000000000000001,16962.0,104.0,0.00066795761690388
FREEDOM MUSTARD OIL 1 Lt,178.0,0.30000000000000004,178.0,1.0,7.0095776328788254e-06
FREEDOM RF SUNFLOWER OIL 1LT POUCH,158.95364238410596,0.30000000000000004,64739.0,408.0,0.002549399136937878
FREEDOM RICE BRAN 1LTR,156.2183908045977,0.3000000000000001,22978.0,147.0,0.0009048655890353351
FREEDOM SUNFLOWER OIL 5LT,794.0347826086957,0.3000000000000001,18903.6,24.0,0.0007444171446117313
FREEDOM SUNFLOWER OIL PET 1LT,168.07692307692307,0.3,12080.0,72.0,0.0004757061674448102
FREEDOM SUNFLOWER OIL PET 2LT,352.88851851851854,0.30000000000000004,11375.99,32.0,0.000447982500313782
FRESH CREAM 200ML HERITAGE,65.0,0.3,65.0,1.0,2.559677225489459e-06
FRESH CREAM 250ML AMUL,69.58823529411765,0.3,3101.0,45.0,0.00012211629348065863
FRESH CREAM 250ml UHT MILKY MIST,80.0,0.3,4320.0,54.0,0.00017012008637099172
FRESH DATES YELLOW BOX ANAND,69.9,0.30000000000000004,489.30000000000007,7.0,1.926846256049219e-05
FRESH LOOSE PANEER,519.9998224852071,0.3,155474.76,299.39,0.006122541574006762
FRESH PANEER BLOCK 200g AMUL,95.0,0.3,2280.0,24.0,8.978560114024564e-05
FRIED GRAM PUTANA 250g,44.97794117647059,0.3000000000000001,7827.75,174.0,0.0003082540523357709
FRUIT BASKET 120 SADGURU,120.0,0.3,600.0,5.0,2.362778977374885e-05
FRUIT BASKET 170 SADGURU,170.0,0.3000000000000001,850.0,5.0,3.3472702179477534e-05
FRUIT BASKET 200,225.0,0.3,675.0,3.0,2.6581263495467455e-05
FRUIT BASKET 200 SADGURU,200.0,0.3,2000.0,10.0,7.87592992458295e-05
FRUIT BASKET 240 SADGURU,240.0,0.3,240.0,1.0,9.45111590949954e-06
FRUIT BASKET 250 RAJU,263.3333333333333,0.3,1330.0,5.0,5.237493399847662e-05
FRUIT BASKET 300 SADGURU,300.0,0.3,900.0,3.0,3.5441684660623275e-05
FRUIT BASKET 350 RAJU,350.0,0.3000000000000001,3150.0,9.0,0.00012404589631218147
FRUIT BASKET 450 SADGURU,160.0,0.3,320.0,2.0,1.260148787933272e-05
FRUIT BOWL NRG,45.0,0.3000000000000001,1260.0,28.0,4.961835852487258e-05
FRUIT BREAD 200g SML SPENCERS AKSHAYA NANDA,30.0,0.3,1980.0,66.0,7.79717062533712e-05
FRUIT N NUT 150g DARK CHOCOLATE AMUL,199.2,0.3,5980.0,30.0,0.00023549030474503022
FRUIT YOGHURT BB 100g MILKYMIST,30.0,0.3,4830.0,161.0,0.00019020370767867825
FRUIT YOGURT 75g ALPHONSO MANGO EPIGAMIA,35.0,0.3,3605.0,103.0,0.00014196363689060769
FRUIT YOGURT 75g STRAWBERRY EPIGAMIA,35.0,0.3,4515.0,129.0,0.0001777991180474601
FULL CREAM MILK 500ml HERITAGE,41.33170731707317,0.30000000000000004,211274.0,5117.0,0.00831989609443169
FlyberryAlmondRoastedSalted,2000.0,0.3,236.0,0.12,9.293597311007881e-06
FlyberryBrazilNut,3500.0,0.3,16905.0,4.82,0.0006657129768753738
FlyberryCashew180,2000.0,0.3,2204.0,1.1,8.679274776890411e-05
FlyberryHazelnut,1900.0,0.3,3176.8,1.68,0.0001251012709220756
FlyberryMacadamia,5500.0,0.3000000000000001,3729.0,0.67,0.0001468467134438491
FlyberryMelonSeeds,1000.0,0.3,9004.0,9.03,0.0003545743652047244
FlyberryPeriPeriAlmond,2000.0,0.3,132.0,0.07,5.198113750224747e-06
FlyberryPrunes,1784.2857142857142,0.3,1255.54,0.71,4.9442725287554386e-05
G ELAICHI 50g,235.0,0.3,29610.0,127.0,0.0011660314253345058
GAJANAN ORANGE PRM HMT RAW RICE 1Kg,85.0,0.3000000000000001,2890.0,34.0,0.00011380718741022363
GAJANAN ORANGE PRM HMT RAW RICE 5Kg,420.0,0.3,7140.0,17.0,0.0002811706983076113
GAJANAN ORANGE PRM HMT RICE 1Kg,80.0,0.3,1360.0,17.0,5.355632348716406e-05
GAJANAN ORANGE PRM HMT RICE 5Kg,385.0,0.3,8085.0,21.0,0.00031838446720126575
GAJANAN TELANGANA SONA RICE 1Kg,75.0,0.3,3075.0,41.0,0.00012109242259046285
GAJANAN TELANGANA SONA RICE 5Kg,336.6666666666667,0.3000000000000001,8820.0,26.0,0.0003473285096741081
GARAM MASALA 100g VELLANKI FOODS,70.88888888888889,0.30000000000000004,708.0,10.0,2.7880791933023642e-05
GARLIC,162.08524590163933,0.30000000000000004,181961.57,1121.55,0.007165582871435476
GARLIC PEELED BOX,64.22139072847682,0.30000000000000004,26630.8,415.0,0.001048711573177918
GARLIC PICKLE 250g AHA,100.0,0.3,400.0,4.0,1.57518598491659e-05
GAVVALU SWEET 250G VELLANKI FOODS,141.0897435897436,0.3,51995.0,369.0,0.0020475448821434526
GEMS KG FLYBERRY,600.0,0.3,3252.0,5.38,0.00012806262057371876
GHEE 200ML PET JAR MILKY MIST,183.125,0.30000000000000004,1650.0,9.0,6.497642187780933e-05
GHEE ARISELU 250g VELLANKI FOODS,171.14678899082568,0.3000000000000001,33515.0,196.0,0.0013198089571119878
GINGER,99.47765027322404,0.30000000000000004,162048.46,1604.11,0.006381411576732916
GINGER GARLIC PASTE 250G VELLANKI FOODS,116.42857142857143,0.3,8370.0,72.0,0.0003296076673437965
GINGER PICKLE 250G VELLANKI FOODS,116.35135135135135,0.3,6530.0,56.0,0.0002571491120376333
GINGER PICKLE 250g AHA,100.0,0.3,1600.0,16.0,6.30074393966636e-05
GINGER PICKLE 500g AHA,200.0,0.3,1000.0,5.0,3.937964962291475e-05
GOLD DROP SUNFLOWER OIL 1Lt pouch,158.46666666666667,0.3000000000000001,28504.2,180.0,0.0011224854087814866
GOLDEN COW GHEE 500 ML HERITAGE,375.0,0.3,19875.0,53.0,0.0007826705362554306
GOLDEN KIWI FRUIT BIG,79.0,0.30000000000000004,395.0,5.0,1.5554961601051326e-05
GOLDEN KIWI SMALL,66.44841726618705,0.30000000000000004,109152.55,1687.0,0.004298389174447683
GONGURA PANDU MIRAPAKAYA PICKLE  500g AHA,174.998,0.3000000000000001,874.99,5.0,3.4456799623554176e-05
GONGURA PANDU MIRAPAKAYA PICKLE 250g  AHA,90.0,0.3000000000000001,810.0,9.0,3.189751619456095e-05
GONGURA PICKLE 250g  AHA,90.0,0.3000000000000001,1440.0,16.0,5.670669545699724e-05
GONGURA PICKLE 250g VELLANKI FOODS,121.57894736842105,0.3,2915.0,24.0,0.0001147916786507965
GONGURA PICKLE 500g  AHA,175.0,0.3000000000000001,525.0,3.0,2.0674316052030242e-05
GONGURA(PUNTIKURA),67.78065934065934,0.3000000000000001,42112.0,622.68,0.0016583558049201859
GRAPE JUICE,54.0,0.3,370.0,7.0,1.4570470360478457e-05
GREEK CEREALS YOGHURT 100g MILKY MIST,40.0,0.3,1520.0,38.0,5.985706742683042e-05
GREEK HONEY AND FIG YOGHURT 100g MILKY MIST,40.0,0.3,640.0,16.0,2.520297575866544e-05
GREEK YOGHURT 100g MILKY MIST,40.0,0.3,2760.0,69.0,0.00010868783295924471
GREEK YOGURT 85g  ALPHONSO MANGO  EPIGAMIA,60.0,0.3,9660.0,161.0,0.0003804074153573565
GREEK YOGURT ALPHONSO MANGO SMOOTHIE 180ml EPIGAMIA,78.70967741935483,0.3,6880.0,87.0,0.00027093198940565346
GREEK YOGURT BLUEBERRY 90g EPIGAMIA,60.0,0.3,10620.0,177.0,0.0004182118789953546
GREEK YOGURT BLUEBERRY SMOOTHIE 180ml EPIGAMIA,80.0,0.3,6000.0,75.0,0.0002362778977374885
GREEK YOGURT MIXED BERRY ZERO ADDED SUGAR 120g EPIGAMIA,70.8,0.3,2340.0,33.0,9.214838011762051e-05
GREEK YOGURT NATURAL 90g EPIGAMIA,58.62068965517241,0.3,9975.0,170.0,0.00039281200498857464
GREEK YOGURT STRAWBERRY 85g EPIGAMIA,60.0,0.3,8340.0,139.0,0.00032842627785510903
GREEK YOGURT STRAWBERRY SMOOTHIE 180ml EPIGAMIA,80.0,0.3,5200.0,66.0,0.0002047741780391567
GREEK YOGURT STRAWBERRY ZERO ADD SUGAR 120g EPIGAMIA,70.0,0.3,2170.0,31.0,8.545383968172501e-05
GREEK YOGURT VANILLA BEAN 90g EPIGAMIA,60.0,0.3,4620.0,77.0,0.00018193398125786615
GREEK YOGURT WILD RASBERRY 85g EPIGAMIA,62.82341176470588,0.3,7409.99,119.0,0.0002918028099093021
GREEN APPLE,378.80737226277375,0.30000000000000004,57267.08,151.97,0.002255157545327429
GREEN CHILLY,75.35027322404372,0.30000000000000004,158356.02,2066.47,0.006236004583279281
GREEN PEAS,181.09258620689656,0.30000000000000004,58912.81,328.44,0.002319965816101348
GREEN PEAS BATANI 500G EVR,160.0,0.3000000000000001,5610.0,35.0,0.00022091983438455174
GREEN PEAS SEED PAC,446.84313725490193,0.3000000000000001,9988.7,22.36,0.0003933515061884086
GROUND NUT,113.17011976047904,0.30000000000000004,40331.22,355.66,0.001588229312464692
GROUND NUT OIL 1Lt. COLD PRESSED MESMARA,420.0,0.3,13440.0,32.0,0.0005292624909319743
GUAVA HYBRID BIG ANAND,131.23091549295776,0.30000000000000004,208875.02,1628.11,0.008225425102579311
GUAVA Local,129.0,0.30000000000000004,1940.93,15.05,7.643314334260393e-05
GULAB JAM MIX 200g MILKY MIST,122.5,0.3,1470.0,12.0,5.788808494568468e-05
GULABI ROUND BRINJAL,77.4477094972067,0.30000000000000004,64226.23,878.02,0.002529206434000736
Ginger Imbued Honey 250g BT,225.0,0.3,3600.0,16.0,0.0001417667386424931
Ginger Imbued Honey 500g BT,405.0,0.3,3240.0,8.0,0.0001275900647782438
Green Kiwi Small,39.28814207650273,0.30000000000000004,117932.0,3043.0,0.004644120839329582
HAZELNUT CHOCOLATE SPREAD 200g,499.0,0.3000000000000001,499.0,1.0,1.965044516183446e-05
HEKATPY BUCK WHEAT COOKIES 125g,125.0,0.3,500.0,4.0,1.9689824811457375e-05
HEKATPY PEARL MILLET COOKIE 125g,125.0,0.3,125.0,1.0,4.922456202864344e-06
HEKATPY QUINO COOKIES 125g,125.0,0.3,625.0,5.0,2.4612281014321717e-05
HEKTAPY HEALTHY DEL JOWAR 125G,125.0,0.3,375.0,3.0,1.4767368608593031e-05
HEKTAPY HEALTHY DEL RAGI 125G,125.0,0.3,625.0,5.0,2.4612281014321717e-05
HEKTAPY MULTI MILLET S.N,125.0,0.3,625.0,5.0,2.4612281014321717e-05
HEKTAPY OAT COOKIES  125g,125.0,0.3,125.0,1.0,4.922456202864344e-06
HEKTAPY RAJGIRI COOKIES 125g,125.0,0.3,375.0,3.0,1.4767368608593031e-05
HIMALAYAN HONEY 225g APIS,165.0,0.3000000000000001,495.0,3.0,1.94929265633428e-05
HIMALAYAN HONEY 500g APIS,325.0,0.3000000000000001,2275.0,7.0,8.958870289213105e-05
HIMAYATH MANGO KG LOOSE,317.78234567901234,0.30000000000000004,193772.48,617.9,0.007630692368963256
HOME DELIVERY CHARGES,1.0,0.30000000000000004,30.0,30.0,1.1813894886874424e-06
HULLED WHITE SESAME OIL 1Lt. MESMARA,700.0,0.3000000000000001,3500.0,5.0,0.00013782877368020163
I.Orange Pack of 4,106.57894736842105,0.30000000000000004,2407.0,23.0,9.47868166423558e-05
ICE BERG ENGLISH ITEM SAMBERRY,227.06798387096774,0.30000000000000004,15235.21,67.31,0.000599957231731527
IDLI KARAM 100g VELLANKI FOODS,58.77777777777778,0.30000000000000004,2584.0,44.0,0.00010175701462561171
IDLI POWDER AKA GUNDPOWDER AKA KARAM PODI PREMIUM KG LOOSE FLYBER,799.0,0.30000000000000004,73.51,0.09,2.8947980437804634e-06
IDLY . DOSA BATTER 1KG ID FRESH,95.0,0.3,61655.0,650.0,0.002427952297500809
IDLY BATTER 900g DSL,80.0,0.3,21280.0,266.0,0.0008379989439756259
IDLY KARAM FLYBERRY,500.0,0.3,631.0,1.28,2.484855891205921e-05
IDLY RAVA1KG,64.71875,0.3,10799.75,167.0,0.0004252903710150736
IDLY RAWA 500g,35.0,0.3,665.0,19.0,2.618746699923831e-05
IDLY RAWA ORANGE 1KG AISHWARYA,60.0,0.3,360.0,6.0,1.417667386424931e-05
IDLY RICE  1Kg,70.0,0.3,1610.0,23.0,6.340123589289274e-05
IGURU KARAM 100g VELLANKI FOODS,63.42857142857143,0.3,444.0,7.0,1.748456443257415e-05
IMLI POP KG FLYBERRY,480.0,0.3,620.16,1.3,2.442168351014681e-05
IMP ORANGE CANE,100.0,0.3,200.0,2.0,7.87592992458295e-06
IMP Orange Juices,150.0,0.3,7800.0,52.0,0.00030716126705873507
IMPORTED ORANGE,197.96363636363637,0.30000000000000004,100960.52,510.84,0.003975789903347278
IMPORTED PLUMS,330.65707182320443,0.30000000000000004,76389.38,231.75,0.003008187019311692
INDIAN RAISINS GREEN FLYBERRY,600.0,0.3,3633.6,6.04,0.00014308989486982304
INDIAN RAISINSGOLDEN KGS FLYBERRY,600.0,0.3,7728.0,12.86,0.0003043259322858852
INSIDE YELLOW MELON Kg,39.9,0.30000000000000004,4048.74,101.48,0.00015943796261427986
IODIZED SALT 1KG PON,20.0,0.3,80.0,4.0,3.15037196983318e-06
IRANIAN DATES 500g ORIGINAL AM ENTERPRISES,228.0,0.3000000000000001,2738.0,12.0,0.00010782148066754058
JACK FRUIT SEEDS ANAND,84.0,0.30000000000000004,12180.0,145.0,0.00047964413240710166
JAGGERY KESAR 450G,51.27835051546392,0.3,8600.0,169.0,0.00033866498675706687
JAGGERY KESAR 900G,95.58641791044776,0.30000000000000004,10681.0,112.0,0.0004206140376223524
JAGGERY MINI CUBES 500G EVR,115.0,0.3,3335.0,29.0,0.0001313311314924207
JAGGERY POWDER 500g JIVIKA ORGANICS,95.0,0.3,7220.0,76.0,0.0002843210702774445
JANTHIKALU 250g VELLANKI FOODS,150.6515436241611,0.3,42697.41,286.0,0.0016814090456059366
JAVATRI 50g,180.0,0.3000000000000001,9720.0,54.0,0.00038277019433473135
JEERA 100g,65.0,0.3,3380.0,52.0,0.00013310321572545185
JEERA 200g,125.0,0.3,20625.0,165.0,0.0008122052734726167
JEERA PAPAD 200G EVR,68.0,0.3000000000000001,748.0,11.0,2.9455977917940234e-05
JIVIKA COLD PRESSED SAFFLOWER OIL 1LTR,539.9966666666667,0.3,1619.99,3.0,6.379463859262567e-05
JIVIKA CORIANDER POWDER 100GMS,55.0,0.3,1100.0,20.0,4.3317614585206225e-05
JIVIKA FOREST HONEY250ml,280.0,0.3,3080.0,11.0,0.00012128932083857744
