product,unit_price,estimated_margin,total_revenue,quantity_sold,revenue_weight
PUMPKIN SEEDS KG FLYBERRY,1096.9522826086957,0.3,23855.56,21.79,0.0009394235943584202
PURE O FRESH EGGS 30 pack,249.64022346368714,0.3,196234.74,787.0,0.007727655305043774
PURE O FRESH EGGS 6 PACK,53.97362637362638,0.30000000000000004,100072.8,1855.0,0.003940831800784023
PUTNALU KOBBARIKARAM 250g AHA,120.0,0.3,360.0,3.0,1.417667386424931e-05
Pomogranate Pack of 4,229.69230769230768,0.30000000000000004,29393.0,127.0,0.0011574860413663332
QUINOA SEEDS KGS FLYBERRY,465.0,0.3,55.8,0.12,2.197384448958643e-06
RAGI FLOUR 500G,48.05102040816327,0.3,8124.0,169.0,0.0003199202735365594
RAGULU 500g,45.0,0.3000000000000001,3240.0,72.0,0.0001275900647782438
RAISIN N ALMOND 150G CHOCOLATE AMUL,250.0,0.3,2750.0,11.0,0.00010829403646301557
RASAM PODI 100g VELLANKI FOODS,60.4,0.3,728.0,12.0,2.8668384925481938e-05
RAW BANANA(GREEN PLANTIN),60.39715846994536,0.30000000000000004,128694.31999999999,2133.14,0.00506793723005927
RAW HONEY 500g BT ROYAL BEE PON,380.0,0.3,1140.0,3.0,4.489280057012282e-05
RAW HONEY 950G BT ROYAL BEE PON,720.0,0.3000000000000001,2160.0,3.0,8.506004318549586e-05
RAW MANGO,63.12169398907104,0.30000000000000004,61097.94,999.98,0.0024060154698818683
RAW PEANUT 1KG,169.80180180180182,0.3000000000000001,29674.0,175.0,0.0011685517229103723
RAW PEANUT500g,90.17553191489361,0.3000000000000001,24895.5,280.0,0.0009803760671872742
RED BANTHI POOLU KGS LOOSE,179.0,0.3,1451.33,8.11,5.7152866887224864e-05
RED BULL CAN 250ml,125.0,0.3,3000.0,24.0,0.00011813894886874425
RED CHERRY FLYBERRY,589.4242622950819,0.3,5771.13,9.78,0.000227265077328292
RED CHILLI PAPAD 200G EVR,68.0,0.3000000000000001,408.0,6.0,1.6066897046149217e-05
RED CHILLI PICKLE 250G VELLANKI FOODS,120.83333333333333,0.3,2295.0,19.0,9.037629588458935e-05
RED LOBIYA 500g,94.75,0.30000000000000004,4270.0,45.0,0.00016815110388984598
RED RAJMA 500g,100.0,0.3,4900.0,49.0,0.00019296028315228227
RED RICE 1KG,107.3,0.3,1183.0,11.0,4.6586125503908146e-05
RED SEEDLESS GRAPES,436.0,0.30000000000000004,122.95,0.28,4.841727921137369e-06
REDCHILLY,56.0,0.3000000000000001,33.49,0.6,1.318824465871415e-06
RIBBON PAKODI 250g VELLANKI FOODS,141.96850393700788,0.3,32950.0,232.0,0.001297559455075041
RICE FLOUR 500G,47.94871794871795,0.3,6495.0,135.0,0.0002557708243008313
RICE RAVA IDLY BATTER 1KG ID FRESH,93.13725490196079,0.3,6175.0,66.0,0.00024316933642149857
RICE RAWA 500g,40.0,0.3,3320.0,83.0,0.00013074043674807698
RIDGE GOURD,57.335464480874315,0.30000000000000004,368571.19,6459.72,0.014514204323300741
ROASTED CHANA 200G,50.0,0.3,500.0,10.0,1.9689824811457375e-05
ROASTED SALTED ALMOND  KGS FLYBERRY,1650.0,0.3,174.9,0.11,6.88750071904779e-06
ROASTED SALTED PISTA KG FLYBERRY,1899.6560273972605,0.3,27159.99,14.81,0.0010695508899618684
ROMAIN LETTUCE KG ENGISH ITEM SAMBERRY,254.0,0.30000000000000004,2468.75,9.71,9.721851000657079e-05
ROSE FLOWER POOLU KG LOOSE,436.0,0.30000000000000004,942.63,2.16,3.712043912404813e-05
ROSE LONG BRINJAL,62.16060109289617,0.30000000000000004,111942.42,1768.41,0.0044082532775411645
ROUND CHEKKALU 250g VELLANKI FOODS,160.0,0.3,160.0,1.0,6.30074393966636e-06
RUBUSTA BANANA,46.84483516483517,0.30000000000000004,204084.65,4351.04,0.008036782010415189
RUMANI MANGO KG LOOSE,89.39076923076922,0.30000000000000004,1788.97,20.04,7.04490117859058e-05
Raw Forest Honey 1000g BT,693.0,0.3000000000000001,5544.0,8.0,0.00021832077750943938
Raw Forest Honey 500g BT,369.0,0.3,8118.0,22.0,0.00031968399563882195
Raw Jamun Honey 1000g BT,756.0,0.3000000000000001,3780.0,5.0,0.00014885507557461775
Raw Jamun Honey 500g BT,396.0,0.30000000000000004,3168.0,8.0,0.00012475473000539392
Raw Neem Honey 1000g BT,756.0,0.3000000000000001,3024.0,4.0,0.0001190840604596942
Raw Neem Honey 500g BT,396.0,0.30000000000000004,3960.0,10.0,0.0001559434125067424
Raw Pappaya,48.70214285714286,0.3000000000000001,1678.86,34.45,6.611291856592666e-05
Red Banana,123.74572368421052,0.30000000000000004,23570.56,190.12,0.0009282003942158895
Royalaga Pack of 4,148.05042016806723,0.3000000000000001,27061.0,182.0,0.001065652698445696
SABJA SEEDS KG FLYBERRY,530.0,0.3,3184.2400000000002,6.0,0.00012539425551527007
SABUDANA 250g,42.121212121212125,0.30000000000000004,4110.0,98.0,0.0001618503599501796
SAFFLOWER OIL 1Lt. COLD PRESSED MESMARA,540.0,0.3,3240.0,6.0,0.0001275900647782438
SAMBAR ONION CHENNAI,96.0,0.3000000000000001,846.72,8.82,3.3343536928714376e-05
SAMBAR PODI 100g VELLANKI FOODS,60.53333333333333,0.3,1392.0,23.0,5.481647227509733e-05
SAMBAR Â ONION,39.22586666666667,0.30000000000000004,14163.039999999999,362.21999999999997,0.0005577355527953265
SANNAPOOSA 250g VELLANKI FOODS,141.9387755102041,0.3,20310.0,143.0,0.0007998006838413986
SAUNF 100gm EVR,45.0,0.3000000000000001,225.0,5.0,8.860421165155819e-06
SESAME OIL 1Lt COLD PRESSED JIVIKA ORGANICS,525.0,0.3,9450.0,18.0,0.0003721376889365444
SET CURD 1kg BUCKET MILKY MIST,120.0,0.3,24120.0,201.0,0.0009498371489047038
SET CURD 200g MILKY MIST,33.0,0.30000000000000004,2178.0,66.0,8.576887687870833e-05
SET CURD 400g MILKY MIST,65.0,0.3,4355.0,67.0,0.00017149837410779372
SHAH JEERA 50g,84.0506329113924,0.30000000000000004,9960.0,119.0,0.0003922213102442309
SHRIKAND ELAICHI 100g MILKY MIST,45.0,0.3000000000000001,630.0,14.0,2.480917926243629e-05
SHRIKAND MANGO 100g MILKY MIST,45.0,0.3000000000000001,855.0,19.0,3.366960042759211e-05
SID FARMS MALAI PANEER 200g,121.44273885350317,0.3,47993.0,395.0,0.0018899475243525476
SIMLA APPLE,210.63451612903225,0.3000000000000001,29255.1,142.4,0.0011520555876833333
SINGLE POLISH RICE 1Kg,80.0,0.3,3840.0,48.0,0.00015121785455199263
SINGLE POLISH RICE 5Kg,395.0,0.3,15405.0,39.0,0.0006066435024410017
SKYR YOGHURT 100g MILKYMIST,60.0,0.3,2280.0,38.0,8.978560114024564e-05
SMALL AMLA,118.72,0.3,354.14,3.13,1.3945909117459029e-05
SMALL CAPSICUM,88.33684684684684,0.30000000000000004,21541.67,250.42,0.000848303416892454
SNAKE GOURD,70.84314285714285,0.30000000000000004,30806.8,433.94,0.00121316099000321
SOAN PATTI 250g VELLANKI FOODS,176.95652173913044,0.3000000000000001,4245.0,24.0,0.00016716661264927311
SONA MASURI TELANGANA STEAM RICE 26KG GAJANAN,1550.0,0.3,7750.0,5.0,0.00030519228457758933
SOYA CHUNKS MEDIUM 200G EVR,56.91011235955056,0.3,6485.0,115.0,0.00025537702780460214
SOYA CHUNKS SMALL 200G EVR,41.99125,0.30000000000000004,5247.9,125.0,0.0002066604632560943
SOYAKURA,69.36206896551724,0.30000000000000004,1401.56,20.21,5.5192941725492397e-05
SPECIAL  LONG LIFE MILK 500ML HERITAGE,34.130434782608695,0.30000000000000004,25423.0,747.0,0.0010011488323633617
SPECIAL LONG LIFE COW MILK 180ML HERITAGE,12.488867924528302,0.30000000000000004,7878.39,634.0,0.00031024823779267536
SPECIALE COFFEE 200g JAR CONTINENTAL,749.0,0.30000000000000004,749.0,1.0,2.949535756756315e-05
SPICE ALMOND DRAGEE KG LOOSE FLYBERRY,2199.0,0.30000000000000004,373.83,0.17,1.472129441853422e-05
SPICE BUTTER MILK 200ml UHT AKSHAYA KALPA,30.0,0.3,8430.0,281.0,0.00033197044632117133
SPICED TARO CHIPS 30g FLYBERRY GOURMET,99.0,0.30000000000000004,99.0,1.0,3.89858531266856e-06
SPICY ALOO CHIPS 100g VELLANKI FOODS,63.771929824561404,0.3,14325.0,227.0,0.0005641134808482538
SPRITE 600ML,40.0,0.3,480.0,12.0,1.890223181899908e-05
SPRITE PET  250ML,20.0,0.3,2360.0,119.0,9.293597311007881e-05
SPROUTED RAGI FLOUR 500GMS SRI AHARYA,69.0,0.3000000000000001,552.0,8.0,2.173756659184894e-05
SRI DIVYA DEEPARDHANA OIL 910 ML,190.0,0.3,380.0,2.0,1.4964266856707605e-05
SRI LALITHA BROWN RICE 5KG SONAMASOORI,415.0,0.3,830.0,2.0,3.2685109187019245e-05
SRI LALITHA HMT RICE 10KG,890.0,0.3,3560.0,4.0,0.0001401915526575765
SRI LALITHA HMT RICE 26KG,1670.0,0.3,1670.0,1.0,6.576401487026763e-05
SRI LALITHA IDLY RAVA 1KG,60.0,0.3,600.0,10.0,2.362778977374885e-05
STAR FRUIT,89.0,0.30000000000000004,1068.0,12.0,4.205746579727295e-05
STAR PAPAD 200G EVR,48.0,0.3000000000000001,384.0,8.0,1.5121785455199264e-05
STRAWBERRY FLAVOURED MILK 180ML HERITAGE,28.978070175438596,0.30000000000000004,7336.0,254.0,0.00028888910963370263
STRAWBERRY LOCAL ANAND BOX,74.0,0.30000000000000004,518.0,7.0,2.039865850466984e-05
SUGAR 1 KG,52.962406015037594,0.30000000000000004,11764.0,223.0,0.0004632621981639691
SUGAR 2 KG,99.0,0.30000000000000004,3960.0,40.0,0.0001559434125067424
SUGAR CANE PACK,28.0,0.3000000000000001,2632.0,94.0,0.00010364723780751162
SUGAR FREE DARK CHOCOLATE 150g AMUL,200.0,0.3,4000.0,20.0,0.000157518598491659
SUN MELON YELLOW,36.0,0.30000000000000004,46.73,1.3,1.8402110268788062e-06
SUNFLOWER OIL 1LT COLD PRESSED MESMARA,542.5714285714286,0.3,8145.0,15.0,0.00032074724617864065
SUNFLOWER OIL 1Lt COLD PRESSED JIVIKA ORGANICS,460.0,0.3,11040.0,24.0,0.00043475133183697883
SUNFLOWER OIL COLDPRESSED 5L MESMARA,2690.0,0.3000000000000001,2690.0,1.0,0.00010593125748564068
SUNFLOWER SEEDS KG FLYBERRY,950.0,0.3,12082.1,12.73,0.0004757888647090183
SWEET ALMOND OIL100ML MESMARA,449.0,0.3000000000000001,1347.0,3.0,5.304438804206617e-05
SWEET CORN,14.774699453551912,0.30000000000000004,102729.3,7012.0,0.0040454438400072965
SWEET CORN SEED,50.0,0.3,20500.0,410.0,0.0008072828172697524
SWEET POTATO,58.00601092896175,0.30000000000000004,130210.12,2245.13,0.005127628902957684
Small Bitter Gourd,66.33224489795919,0.30000000000000004,26423.58,414.24,0.0010405513221830578
Snake Gourd Small,40.25,0.3000000000000001,79.6,2.01,3.134620109984014e-06
TABLE BUTTER 100g HERITAGE,60.25974025974026,0.30000000000000004,7228.0,120.0,0.0002846361074744278
TABLE BUTTER 500G HERITAGE,261.875,0.3,2095.0,8.0,8.25003659600064e-05
TABLE BUTTER CHIPLITE MILKY MIST,77.83411764705882,0.3000000000000001,4437.54,57.0,0.00017474877038766912
TABLE BUTTER SALTED 100g MILKY MIST,74.61111111111111,0.30000000000000004,1718.0,23.0,6.765423805216754e-05
TABLE BUTTER SALTED 200G MILKY MIST,145.5,0.30000000000000004,1895.0,13.0,7.462443603542345e-05
TAMARIND 500g,115.96774193548387,0.3,11245.0,97.0,0.0004428241600096764
TAMARIND PICKLE 250g AHA,90.0,0.3000000000000001,810.0,9.0,3.189751619456095e-05
TAMARIND PICKLE 500g AHA,175.0,0.3000000000000001,175.0,1.0,6.891438684010081e-06
TAMARIND PICKLE250G VELLANKI FOODS,110.0,0.3,220.0,2.0,8.663522917041245e-06
TAMARIND SEEDLESS 500g SRI SIVA RUDRA EVR,157.636,0.30000000000000004,17571.75,112.0,0.0006919693582614523
TAPESWARAM KAJA 250g VELLANKI FOODS,142.0,0.3,14340.0,101.0,0.0005647041755925975
TATA IODISED CRYSTAL SALT 1KG,22.0,0.30000000000000004,440.0,20.0,1.732704583408249e-05
TATA SALT 1KG,29.98469387755102,0.3,4378.5,146.0,0.00017242379587393224
TEENDA,95.3157894736842,0.30000000000000004,1501.77,16.04,5.913917641420469e-05
TELANGANA CHEKKALU 250g  VELLANKI FOODS,131.4875,0.3,55106.0,419.0,0.00217005497212034
THADKA MIX POPU DINUSULU 200G,48.0,0.3000000000000001,48.0,1.0,1.890223181899908e-06
THAI RED CHILLI KG ENGLISH ITEM SAMBERRY,930.0,0.3,561.72,0.61,2.2120336786183673e-05
THAMALAPAKULU,1.0,0.30000000000000004,155.0,155.0,6.103845691551787e-06
THIS CREAMY CARAMEL 18G CONTINENTAL,10.0,0.3,150.0,15.0,5.9069474434372126e-06
THIS CREAMY COFFEE MOCHA 22g CONTINENETAL,36.666666666666664,0.3,950.0,25.0,3.741066714176901e-05
THIS IS CAPPUCCINO 22g CONTINENTAL,30.0,0.3,150.0,5.0,5.9069474434372126e-06
THIS IS CARAMEL CREAMY COFFEE22g CONTINENTAL,30.0,0.3,300.0,10.0,1.1813894886874425e-05
THOTAPURI MANGO,81.54019230769231,0.3000000000000001,34772.34,502.01,0.0013693225657688633
THREE MANGO MIRCHI  PWD 500G,374.4,0.3000000000000001,5232.0,14.0,0.00020603432682708998
THREE MANGO MIRCHI PWD 200G,145.0,0.3,290.0,2.0,1.1420098390645277e-05
THREE MANGO RAI PWD 200G,42.0,0.30000000000000004,126.0,3.0,4.961835852487259e-06
THREE MANGO RAI PWD 500G,68.66666666666667,0.30000000000000004,309.0,4.0,1.2168311733480657e-05
THUMMIKURA,99.0,0.30000000000000004,279.97,2.83,1.1025120504927443e-05
THUMS UP  600ml PET BOTTLE,40.0,0.3,360.0,9.0,1.417667386424931e-05
THUMS UP 1.25L,68.0,0.3000000000000001,68.0,1.0,2.677816174358203e-06
THUMS UP 1Lt PET BOTTLE,50.0,0.3,600.0,12.0,2.362778977374885e-05
THUMS UP 250ML,20.0,0.3,4220.0,211.0,0.00016618212140870025
TIL 100G,39.30555555555556,0.30000000000000004,4755.0,121.0,0.00018725023395695962
TNS DATES 200g,90.0,0.3000000000000001,450.0,5.0,1.7720842330311638e-05
TOFU PANEER 200g SAI RATNA FOODS,43.88833333333333,0.30000000000000004,750.5,17.0,2.955442704199752e-05
TOMATO (APPLE) hybrid,58.73517857142857,0.30000000000000004,29094.51,520.95,0.0011457316097503894
TOMATO LOCAL,41.222131147540985,0.30000000000000004,815238.32,19317.54,0.03210379940077365
TOMATO PICKLE  250g AHA,90.0,0.3000000000000001,1440.0,16.0,5.670669545699724e-05
TOMATO PICKLE  500g AHA,175.0,0.3000000000000001,525.0,3.0,2.0674316052030242e-05
TOMATO PICKLE 250G VELLANKI FOODS,119.0,0.3,1190.0,10.0,4.686178305126855e-05
TONED MILK 500ml HERITAGE,31.302039800995026,0.30000000000000004,401154.05,14652.0,0.015797305933813226
TOOR  DAL FATKA POLISHED 1kg,160.8804347826087,0.3,23307.0,145.0,0.000917821493761274
TOOR DAL PRM UNPOLISHED FATKA 1KG,164.89361702127658,0.3000000000000001,24365.0,147.0,0.0009594851630623179
TOP MILLET ANDU KORRALU 500G,150.0,0.3,3600.0,24.0,0.0001417667386424931
TOTAL CURD 120GMS HERITAGE,10.0,0.3,19790.0,1979.0,0.0007793232660374829
TRIANGLE PAPAD 200G EVR,48.0,0.3000000000000001,432.0,9.0,1.7012008637099173e-05
TURNIPS KG ENGLISH ITEM SAMBERRY,0.0,,0.0,0.35,0.0
TUTTI FRUITY KG FLYBERRY,330.0,0.3000000000000001,467.94,1.42,1.8427313244546728e-05
Thotakura,63.87945355191257,0.30000000000000004,50208.8,782.36,0.001977204951987002
Tulsi Infused Honey 250g BT,288.0,0.30000000000000004,5184.0,18.0,0.00020414410364519008
Tulsi Infused Honey 500g BT,540.0,0.3,1080.0,2.0,4.253002159274793e-05
UHT BUTTER MILK 180ML MILKY MIST,20.0,0.3,3260.0,163.0,0.00012837765777070208
ULAVACHARU 250g HASSTA,102.87919463087249,0.30000000000000004,38286.0,372.0,0.0015076892654629142
URAD BLACK SPLIT 500g,85.0,0.3000000000000001,935.0,11.0,3.681997239742529e-05
URAD BLACK WHOLE 500G,85.0,0.3000000000000001,1020.0,12.0,4.016724261537305e-05
URAD DAL UNPOLISHED 500g,90.0,0.3000000000000001,4950.0,55.0,0.000194929265633428
URAD ROUND UN POLISHED 1kg,163.20192307692307,0.3000000000000001,17019.75,104.0,0.0006702317916696033
USA FUJI APPLE,419.00348066298346,0.30000000000000004,305790.4,731.18,0.012041918810050952
VAAKKAI,95.93319444444444,0.30000000000000004,3978.69,41.28,0.00015667941815819468
VAMPOOSA 250g VELLANKI FOODS,141.89788732394365,0.3,42759.0,301.0,0.0016838344382262118
VANILLA FLAVOURED MIILK 180ML HERITAGE,30.0,0.3,510.0,17.0,2.0083621307686523e-05
VARI NUKA AISHWARYA 500G,30.0,0.3,60.0,2.0,2.362778977374885e-06
VELLANIKI BITTER GOURD PAKODA 150G,102.0,0.3000000000000001,1938.0,19.0,7.631776096920878e-05
VELLANKI  PESARA MURKULU 250G,152.5,0.3,8670.0,59.0,0.0003414215622306709
VELLANKI AVISELA  CHIKKI 250G,148.1578947368421,0.3,6240.0,42.0,0.00024572901364698803
VELLANKI HEALTHY LADDU 250G,177.12765957446808,0.30000000000000004,12010.0,68.0,0.00047294959197120617
VELLANKI JONNA MURKULU 250G,154.66666666666666,0.3,13975.0,91.0,0.0005503306034802336
VELLANKI JOWARI FLAKES 250G,154.30522388059703,0.30000000000000004,15528.45,101.0,0.0006115049201869506
VELLANKI KAKARAKAYA CHIPS 150G,96.0,0.3000000000000001,2880.0,30.0,0.00011341339091399449
VELLANKI MILLET BOONDI ACTHU 250g,152.1875,0.3,6530.0,43.0,0.0002571491120376333
VELLANKI MILLET MIXTURE 250g,139.92605633802816,0.3,13769.5,98.0,0.0005422380854827246
VELLANKI MILLET MURKULU 250g,129.19354838709677,0.3,11585.0,91.0,0.0004562132408814674
VELLANKI MULTI SEEDS CHIKI 250g,238.94736842105263,0.3,12880.0,54.0,0.0005072098871431419
VELLANKI VAM MURKULU 250g,152.79333333333335,0.3,12057.6,79.0,0.0004748240632932569
VELLANLI RAGI RIBBON PAKODI 150G,90.0,0.3000000000000001,1530.0,17.0,6.025086392305957e-05
VENNA VUNDALU 250GMS VELLANKI FOODS,146.34259259259258,0.3,22545.0,154.0,0.000887814200748613
VINAYAKA VIGRAHAM 12 INCH,118.0,0.30000000000000004,590.0,5.0,2.3233993277519702e-05
VINAYAKA VIGRAHAM 8 INCH,89.0,0.30000000000000004,801.0,9.0,3.1543099347954714e-05
VIRGIN COCONUT OIL 200ml AKSHAYA KALPA,289.0,0.30000000000000004,2890.0,10.0,0.00011380718741022363
VITAMIN D3  WITH IMMUNITY BOOSTERS - 6 EGGS PACK  ABHI EGGS,94.0,0.30000000000000004,10152.0,108.0,0.00039978220297183053
VITAMIN D3 IMMUNITY BOOSTER 30PC PACK ABHI EGGS,450.0,0.3,18900.0,42.0,0.0007442753778730888
Vakai Box,50.0,0.3,3200.0,64.0,0.0001260148787933272
WALNUT PREMIUM KGS FLYBERRY,2399.9998765432097,0.3,47750.4,20.08,0.0018803940213540286
WALNUT REGULAR  KGS FLYBERRY,1797.01,0.3,32957.28,18.41,0.0012978461389242957
WASHINGTON APPLE,342.6552258064516,0.30000000000000004,164479.34,483.27,0.0064771387794082666
WATER APPLE BOX,93.0,0.30000000000000004,2139.0,23.0,8.423307054341465e-05
WATER MELON PLATE,30.0,0.3,60.0,2.0,2.362778977374885e-06
WATERMELON JUICE,50.0,0.3,8250.0,165.0,0.0003248821093890467
WHEAT CHAPATI 390G 10PC ID FRESH,78.99130434782609,0.30000000000000004,14929.0,189.0,0.0005878987892204943
WHEAT GRASS,39.0,0.3000000000000001,78.0,2.0,3.0716126705873504e-06
WHEAT PAROTA 5PC 400G ID FRESH,109.87974683544304,0.3,13287.5,121.0,0.0005232570943644797
WHEAT RAWA MEDIUM 500g,45.0,0.3000000000000001,9720.0,216.0,0.00038277019433473135
WHEELS PAPAD 200g EVR,48.0,0.3000000000000001,480.0,10.0,1.890223181899908e-05
WHITE JOWAR 500g,48.4375,0.3,2700.0,55.0,0.00010632505398186982
WHITE JOWAR RAWA 500g,50.0,0.3,200.0,4.0,7.87592992458295e-06
WHITE JOWAR SORGHUM RAWA 500GMS SRI AHARYA,69.0,0.30000000000000004,483.0,7.0,1.9020370767867825e-05
WHITE LOBIYA 500g,88.04347826086956,0.3000000000000001,5035.0,57.0,0.00019827653585137577
WHITE PAV 200g SPENCERS AKSHAYA FOODS,30.0,0.3,2220.0,74.0,8.742282216287075e-05
WHITE RADISH,61.390109289617484,0.30000000000000004,32145.68,571.17,0.0012658856152903382
WHITE RAJMA 500g,100.0,0.3,2730.0,27.0,0.00010750644347055727
WHITE ROUND BRINJAL,66.18340659340659,0.30000000000000004,93133.33,1381.32,0.003667557903615295
WHITE SEEDLESS GRAPES,192.21333333333334,0.30000000000000004,66994.76,477.94,0.002638230175371264
WHOLE MEAL BROWN BREAD 400g SPENCERS AKSHAYA FOODS,55.0,0.3,27445.0,499.0,0.0010807744839008953
WHOLE WHEAT BREAD 400g  SPENCERS AKSHAYA FOODS,55.0,0.3,21065.0,383.0,0.0008295323193066993
WHOLE WHEAT BREAD 400g MR BREADY NANDAS,55.0,0.3,275.0,5.0,1.0829403646301556e-05
WOOD APPLE,99.0,0.30000000000000004,2634.79,26.61,0.00010375710702995955
WORKOUT TRAIL MIX KG FLYBERRY,1600.0,0.3,11347.2,7.08,0.0004468487602011383
XTRA 200g JAR CONTINENTAL,550.0,0.3,2200.0,4.0,8.663522917041245e-05
XTRA 50gm POUCH  CONTINENTAL,174.04285714285714,0.3,3064.8,18.0,0.00012069075016430913
XTRA SACHET 2.3G CONTINENTAL,2.0,0.30000000000000004,2112.0,1056.0,8.316982000359595e-05
YELLOW BANTHI POOLU KGS LOOSE,144.0,0.3,1449.43,8.24,5.707804555294133e-05
YELLOW CAULIFLOWER PC,45.0,0.3000000000000001,45.0,1.0,1.7720842330311639e-06
YELLOW DRAGON KG LOOSE,264.0,0.30000000000000004,1206.48,4.57,4.751075967705419e-05
YELLOW JOWAR 500g,60.0,0.3,1920.0,32.0,7.560892727599632e-05
YELLOW JOWAR SORGHUM RAWA 500G SRI AHARYA,95.0,0.3,760.0,8.0,2.992853371341521e-05
YELLOW MELON,39.0,0.3000000000000001,1210.02,31.02,4.765016363671931e-05
YOGHURT  MANGO MILKYMIST,30.0,0.3,3990.0,133.0,0.00015712480199542986
YOGHURT PEACH 100GM MILKYMIST,35.45454545454545,0.3,3030.0,92.0,0.00011932033835743169
YOGHURT STRAWBERRY MILKYMIST,29.571428571428573,0.3,4230.0,142.0,0.0001665759179049294
YOGURT MANGO 90g AKSHAYA KALPA,60.0,0.3,2580.0,43.0,0.00010159949602712005
ZUCCHIINI GREEN ENGLISH ITEM SAMBERRY,214.17845360824742,0.30000000000000004,8914.9,41.15,0.0003510656384233227
ZUCCHINI YELLOW ENGLISH ITEM SAMBERRY,243.2155670103093,0.30000000000000004,9121.460000000001,37.13,0.000359199898849432
chinna menthi,88.53488372093024,0.30000000000000004,11743.22,132.79,0.00046244388904480494
chintakayalu,87.3754054054054,0.30000000000000004,2862.24,32.6,0.0001127140083366915
chukkakura,88.11357142857143,0.30000000000000004,46275.08,527.98,0.00182229643667235
gangavyalukura,69.0,0.30000000000000004,1272.93,18.43,5.012753739449687e-05
koyakura,59.0,0.30000000000000004,75.06,1.26,2.955836500695981e-06
mulagaku,129.0,0.30000000000000004,18.06,0.14,7.111964721898404e-07
pink Dragon Fruit,187.46694915254236,0.30000000000000004,39459.03,211.0,0.0015538827758600818
red thotakura,73.28571428571429,0.3000000000000001,311.15,4.17,1.2252977980169923e-05
simla mirchi bajji,93.66227272727274,0.30000000000000004,1610.96,17.25,6.343904035653075e-05
