product,total_qty,avg_daily_qty,qty_std,max_daily_qty,total_revenue,first_sale,last_sale,sale_days,volatility
A2 BUFFALO MILK 500ml SIDS FARM,2913.0,15.92,5.42,36.0,174094.0,2025-04-01,2025-09-30,183,0.34045226130653267
AA KAKARAKAI,334.16,3.44,1.53,7.7,69293.99,2025-04-29,2025-09-30,97,0.44476744186046513
AASHIRVAAD ATTA 1KG,167.0,1.99,1.31,6.0,12058.0,2025-04-01,2025-09-30,84,0.6582914572864322
AASHIRVAAD CRYSTAL SALT 1KG,67.0,1.26,0.52,3.0,1474.0,2025-04-20,2025-09-29,53,0.41269841269841273
AASHIRVAAD SALT 1KG,73.0,1.38,0.74,4.0,2160.0,2025-04-20,2025-09-29,53,0.5362318840579711
AASHIRVAD ATTA 2KG,39.0,1.62,0.92,4.0,4290.0,2025-07-04,2025-09-24,24,0.5679012345679012
AASHIRVAD CHILLI PWD 200G,15.0,1.5,1.08,4.0,1500.0,2025-04-19,2025-09-21,10,0.7200000000000001
AASHIRVAD CORIANDER PWD 100G,48.0,1.17,0.44,3.0,2205.7,2025-04-22,2025-09-30,41,0.3760683760683761
AASHIRVAD CORIANDER PWD 200G,5.0,1.25,0.5,2.0,460.0,2025-06-14,2025-07-12,4,0.4
AASHIRVAD MULITGRAIN ATTA 1KG,77.0,1.51,0.7,4.0,6391.0,2025-05-02,2025-09-30,51,0.46357615894039733
AASHIRVAD SELECT ATTA 1KG,72.0,1.36,0.68,4.0,5976.0,2025-04-22,2025-09-29,53,0.5
AASHIRVAD TURMERIC PWD 100G,35.0,1.52,0.9,4.0,1400.0,2025-04-19,2025-09-06,23,0.5921052631578947
ABC CANE JUICE,200.0,2.08,1.36,8.0,20000.0,2025-04-01,2025-09-30,96,0.6538461538461539
AFGHANI RAISINS KGS FLYBERRY,9.61,0.18,0.1,0.49,6628.14,2025-04-01,2025-09-30,52,0.5555555555555556
AGMARK GHEE 500 ML HERITAGE,43.0,1.16,0.37,2.0,16110.0,2025-04-21,2025-09-24,37,0.31896551724137934
AJWA DATES KGS FLYBERRY LOOSE KGS,0.45,0.15,0.08,0.24,915.55,2025-07-16,2025-09-09,3,0.5333333333333333
AJWAIN 100g,61.0,1.3,0.66,4.0,4270.0,2025-04-04,2025-09-23,47,0.5076923076923077
AK COUNTRY EGGS 6PC PACK AKSHAYA KALPA,21.0,1.11,0.32,2.0,3000.0,2025-04-01,2025-07-08,19,0.2882882882882883
AK ORGANIC HIGH PROTEIN PANEER 200g,68.0,1.66,1.3,8.0,11520.0,2025-05-31,2025-08-24,41,0.783132530120482
AKSHAYA KALPA ORGANIC COW GHEE 195ml,14.0,1.08,0.28,2.0,4498.0,2025-04-25,2025-09-24,13,0.25925925925925924
ALMOND DRAGES KG LOOSE FLYBERRY,2.02,0.17,0.07,0.24,4235.78,2025-04-22,2025-09-27,12,0.411764705882353
ALMONDO BAR 35g CHOCOLATE AMUL,76.0,3.45,2.36,9.0,2660.0,2025-07-12,2025-08-07,22,0.6840579710144927
ALPHONSO LOCAL KG LOOSE,463.04,5.09,2.62,12.64,98534.95,2025-04-02,2025-07-08,91,0.5147347740667977
ALPHONSO MANGO PC RATNAGIRI,105.0,6.56,7.96,30.0,14541.0,2025-04-05,2025-05-24,16,1.2134146341463414
AMERI DATES KG FLYBERRY,0.52,0.17,0.06,0.23,745.92,2025-04-25,2025-05-15,3,0.3529411764705882
AMLA,667.47,3.67,1.43,9.55,92474.63,2025-04-01,2025-09-30,182,0.3896457765667575
AMLA CANDY KG FLYBERRY,1.79,0.11,0.05,0.22,1111.32,2025-04-06,2025-08-03,16,0.4545454545454546
AMLA PICKLE  250g AHA,10.0,1.11,0.33,2.0,900.0,2025-04-12,2025-09-26,9,0.29729729729729726
AMLA PICKLE 250GMS VELLANKI FOODS,14.0,1.27,0.47,2.0,1740.0,2025-04-13,2025-09-30,11,0.37007874015748027
AMRUTHA - A2 ORGANIC CURD. 500g AKSHAYAKALPA,190.0,1.74,0.98,5.0,13300.0,2025-04-02,2025-09-30,109,0.5632183908045977
AMUL DARK CHOCOLATE 125G,18.0,1.5,0.67,3.0,3037.9,2025-06-21,2025-09-23,12,0.4466666666666667
AMUL FRUIT N NUT CHOCOLATE ILU 150g,14.0,1.17,0.39,2.0,2800.0,2025-04-04,2025-09-08,12,0.33333333333333337
ANAR,4289.82,23.44,8.3,53.8,1298240.47,2025-04-01,2025-09-30,183,0.35409556313993173
APPLE BARE,3.59,0.9,0.41,1.36,413.31,2025-04-23,2025-08-23,4,0.4555555555555555
APPLE JUICE,11.0,1.38,0.74,3.0,1980.0,2025-04-03,2025-08-24,8,0.5362318840579711
APPLE MILKSHAKES,8.0,1.14,0.38,2.0,440.0,2025-05-04,2025-09-20,7,0.33333333333333337
APPLE ROYAL GALA,2680.05,14.73,6.57,39.54,1037085.41,2025-04-01,2025-09-30,182,0.44602851323828924
APRICOTS ORANGE TURKISH KG FLYBERRY,5.54,0.14,0.07,0.32,8816.85,2025-05-29,2025-09-25,39,0.5
ARTISANAL ORGANIC SET CURD 400g AKSHAYAKALPA,47.0,1.18,0.38,2.0,3760.0,2025-04-03,2025-09-20,40,0.3220338983050848
ASH GOURD,1520.11,8.59,5.6,30.06,59776.4,2025-04-01,2025-09-30,177,0.6519208381839348
ASPARAGUS KG SAMBERRY,1.38,0.69,0.49,1.04,249.2,2025-08-10,2025-09-22,2,0.7101449275362319
AVOCADO IMP SAMBERRY,334.06,1.85,1.04,5.57,132425.83,2025-04-01,2025-09-30,181,0.5621621621621622
AVOCADO LOCAL,59.01,0.84,0.62,3.0,13517.87,2025-04-01,2025-09-18,70,0.7380952380952381
Akshayakalpa Organic Ghee 490ml,13.0,1.08,0.29,2.0,10307.0,2025-04-13,2025-09-14,12,0.2685185185185185
Alubukhar LOOSE KG FLYBERRY,3.35,0.13,0.1,0.44,2653.4,2025-05-05,2025-09-27,25,0.7692307692307693
Apple Milk Shake,7.0,1.4,0.89,3.0,700.0,2025-07-06,2025-08-28,5,0.6357142857142858
BABY CORN PEELED,588.0,3.42,1.93,9.0,22932.0,2025-04-01,2025-09-30,172,0.5643274853801169
BABY CORN PEELED SAMBERRY,2.67,0.89,0.5,1.33,506.92,2025-05-20,2025-09-22,3,0.5617977528089888
BABY ORANGE,1302.95,7.12,2.85,15.81,357851.54,2025-04-01,2025-09-30,183,0.4002808988764045
BABY POTATO,499.22,3.37,2.28,11.93,25345.3,2025-04-02,2025-09-30,148,0.6765578635014836
BACHALAKURA,398.01,2.24,1.19,5.91,27139.46,2025-04-01,2025-09-30,178,0.5312499999999999
BADAM FLAVOURED MILK 180ML  PP BOTTLE HERITAGE,614.0,4.32,3.0,21.0,18420.0,2025-04-02,2025-09-30,142,0.6944444444444444
BAILLEY  WATER 1LTR,62.0,1.51,1.0,6.0,1234.0,2025-04-02,2025-09-30,41,0.6622516556291391
BAILLEY WATER  500ML,176.0,2.93,6.99,52.0,1746.1,2025-04-01,2025-09-29,60,2.3856655290102387
BAJRA FLOUR 500G,40.0,1.38,0.68,3.0,1843.0,2025-04-01,2025-09-28,29,0.4927536231884059
BAMBINO ROASTED VERMICELLI 800G,6.0,1.2,0.45,2.0,702.0,2025-08-31,2025-09-22,5,0.375
BAMBINO VERMICELLI 500GM,6.0,1.2,0.45,2.0,318.0,2025-08-23,2025-09-06,5,0.375
BANANA CASHEWNUT LOAF 350g KALSAN FOODS,25.0,1.56,0.73,3.0,3750.0,2025-04-07,2025-09-10,16,0.4679487179487179
BANANA CHOCOCHIP LOAF 350g KALSAN FOODS,768.0,4.77,2.43,12.0,115200.0,2025-04-03,2025-09-30,161,0.509433962264151
BANANA FLOWER,117.0,1.38,0.6,3.0,3042.0,2025-04-01,2025-09-28,85,0.4347826086956522
BANANA LEAF,100.0,20.0,21.2,54.0,500.0,2025-08-07,2025-08-27,5,1.06
BANANA TREE,8.0,4.0,2.83,6.0,472.0,2025-08-26,2025-08-27,2,0.7075
BANANAJUICE,23.0,1.28,0.57,3.0,1150.0,2025-04-07,2025-08-28,18,0.44531249999999994
BANANAS 30g FLYBERRY GOURMET,52.0,1.41,0.55,3.0,2548.0,2025-05-14,2025-09-24,37,0.39007092198581567
BANDARU HALWA 250g VELLANKI FOODS,84.0,1.17,0.38,2.0,14355.0,2025-04-03,2025-09-22,72,0.3247863247863248
BANGINAPALLI MANGO LOOSE KGS,4545.75,35.79,15.64,141.64,670243.84,2025-04-01,2025-08-05,127,0.43699357362391733
BARNYARD MILLET UDALU 500G,21.0,1.17,0.38,2.0,1700.0,2025-04-30,2025-09-22,18,0.3247863247863248
BASIL LEAF KG ENGLISH ITEM SAMBERRY,2.69,0.08,0.06,0.28,788.98,2025-04-05,2025-09-27,32,0.75
BASMATHI RICE 1KG,121.0,1.48,0.69,3.0,16940.0,2025-04-03,2025-09-30,82,0.4662162162162162
BAT PAPAD 200G EVR,10.0,1.11,0.33,2.0,478.4,2025-04-09,2025-08-19,9,0.29729729729729726
BEAUTY PEARS,715.84,3.93,2.17,11.13,273667.21,2025-04-01,2025-09-30,182,0.5521628498727735
BEET ROOT,2606.34,14.24,3.96,26.79,104431.36,2025-04-01,2025-09-30,183,0.27808988764044945
BELGIAN CHOCOLATE 125g AMUL,12.0,1.2,0.42,2.0,2142.0,2025-05-29,2025-09-30,10,0.35
BELLAM KOMMULU 250g VELLANKI FOODS,79.0,1.25,0.57,4.0,10845.0,2025-04-05,2025-09-27,63,0.45599999999999996
BELLAM SUNNIVUNDALU 250g VELLANKI FOODS,85.0,1.21,0.51,4.0,14550.0,2025-04-04,2025-09-29,70,0.42148760330578516
BESAN 500g,163.0,1.75,1.02,6.0,11336.5,2025-04-03,2025-09-27,93,0.5828571428571429
BIG BRINJAL BLUE,353.14,2.52,1.54,6.76,20074.45,2025-04-06,2025-09-30,140,0.6111111111111112
BIRYANI LEAFS 50G,83.0,1.34,0.51,3.0,2075.0,2025-04-02,2025-09-28,62,0.3805970149253731
BITTER CHOCOLATE 150g 90% BITTER AMUL,10.0,1.11,0.33,2.0,2000.0,2025-05-28,2025-07-01,9,0.29729729729729726
BITTER GOURD,721.89,4.06,1.84,10.67,42064.89,2025-04-01,2025-09-30,178,0.4532019704433498
BLACK GRAPES,185.14,1.76,1.19,5.08,24874.17,2025-05-07,2025-09-30,105,0.6761363636363636
BLACK PEPPER WHOLE 50G,88.0,1.49,0.88,6.0,6600.0,2025-04-04,2025-09-26,59,0.5906040268456376
BLACK ROUND BRINJAL,858.6,4.69,1.94,14.06,43584.51,2025-04-01,2025-09-30,183,0.41364605543710015
BLACK SEEDED GRAPES,158.4,5.66,4.0,12.51,36073.39,2025-04-01,2025-09-21,28,0.7067137809187279
BLUE BERRY,768.0,4.41,2.3,12.0,229863.0,2025-04-01,2025-09-30,174,0.5215419501133787
BOMBAY RAWA 500g,95.0,1.44,0.79,5.0,3575.0,2025-04-08,2025-09-30,66,0.5486111111111112
BOMBAY RAWA1Kg,139.0,1.54,0.78,4.0,9031.75,2025-04-04,2025-09-29,90,0.5064935064935066
BOONDI 250g VELLANKI FOODS,226.0,1.67,0.9,6.0,32914.0,2025-04-02,2025-09-29,135,0.5389221556886228
BOONDI LADDU 250g VELLANKI FOODS,253.0,2.06,1.18,6.0,39465.0,2025-04-02,2025-09-27,123,0.5728155339805825
BOONDI MITAI ATCHU 250g VELLANKI FOODS,170.0,1.59,0.79,4.0,25870.0,2025-04-04,2025-09-28,107,0.4968553459119497
BOORELU 250g VELLANKI FOODS,104.0,1.24,0.51,3.0,15735.0,2025-04-01,2025-09-28,84,0.4112903225806452
BOTTLE GOURD,6567.0,35.89,10.24,73.0,242595.43,2025-04-01,2025-09-30,183,0.2853162440791307
BROWN ANJEER BOX TURKEY,319.0,5.91,3.03,12.0,41151.0,2025-04-02,2025-08-06,54,0.5126903553299492
BROWN CHANA 500g,108.0,1.48,0.97,7.0,7020.0,2025-04-02,2025-09-30,73,0.6554054054054054
BROWN EGGS 6PC UPF HEALTHY U N V,57.0,1.24,0.48,3.0,5544.0,2025-04-05,2025-09-28,46,0.3870967741935484
BROWN RICE HMT 1kg,51.0,1.34,0.71,4.0,4335.0,2025-04-07,2025-09-30,38,0.5298507462686567
BUFFALO CURD 400g SIDS FARM,339.0,2.25,1.23,6.0,28815.0,2025-04-01,2025-09-29,151,0.5466666666666666
BUFFALO GHEE 250g  VELLANKI FOODS,199.0,2.19,1.44,7.0,44775.0,2025-04-02,2025-07-24,91,0.6575342465753424
BUFFALO GHEE 350g SIDS FARM,45.0,1.22,0.58,4.0,18230.0,2025-04-03,2025-09-27,37,0.47540983606557374
BUSH BEANS,2194.86,11.99,4.12,23.56,246068.31,2025-04-01,2025-09-30,183,0.34361968306922436
BUTTER GARLIC N HERBS 100g AMUL,76.0,1.41,0.6,3.0,5209.1,2025-04-01,2025-09-29,54,0.425531914893617
BUTTER MILK 170ML HERITAGE SACHET,20.0,10.0,12.73,19.0,200.0,2025-04-13,2025-04-14,2,1.2730000000000001
BUTTER MILK PLAIN 200ml POUCH AKSHAYA KALPA,176.0,4.0,2.91,14.0,3520.0,2025-04-02,2025-06-12,44,0.7275
BUTTER MILK SPICED 200ml POUCH AKSHAYA KALPA,166.0,3.95,2.79,10.0,3320.0,2025-04-02,2025-07-08,42,0.7063291139240506
BUTTER SCHOOL PACK 100g AMUL,50.0,1.35,0.72,4.0,3710.0,2025-05-28,2025-09-15,37,0.5333333333333333
BUTTON MUSHROOM,3457.0,18.89,6.29,39.0,168699.54,2025-04-01,2025-09-30,183,0.33298041291688724
Banana Stem,204.0,1.67,0.84,5.0,5916.0,2025-04-01,2025-09-29,122,0.5029940119760479
Banana Yalakki,1637.34,9.0,3.0,19.09,224911.6,2025-04-01,2025-09-30,182,0.3333333333333333
Beetroot Juice,14.0,1.17,0.39,2.0,980.0,2025-05-07,2025-09-26,12,0.33333333333333337
Black Chilly,3193.21,17.45,4.9,34.04,253825.32,2025-04-01,2025-09-30,183,0.28080229226361036
CABBAGE,3125.76,17.08,6.77,41.69,78451.57,2025-04-01,2025-09-30,183,0.39637002341920374
CALIFORINA RED GRAPES,288.99,1.85,1.25,6.2,123298.41,2025-04-01,2025-09-30,156,0.6756756756756757
CALIFORNIAN ALMOND PREMIUM KG FLYBERRY,22.2,0.29,0.22,1.2,39896.82,2025-04-02,2025-09-28,77,0.7586206896551725
CALIFORNIAN ALMOND REGULAR KG  FLYBERRY,18.98,0.25,0.2,1.12,19940.55,2025-04-01,2025-09-30,75,0.8
CAPSICUM,1889.74,10.33,3.71,20.7,137833.5,2025-04-01,2025-09-30,183,0.3591481122942885
CAPSICUM RED SAMBERRY,174.75,0.98,0.54,3.18,58228.08,2025-04-01,2025-09-30,179,0.5510204081632654
CAPSICUM YELLOW SAMBERRY,197.74,1.1,0.64,3.64,66726.47,2025-04-01,2025-09-30,179,0.5818181818181818
CARROT,6576.82,35.94,9.09,62.93,410615.81,2025-04-01,2025-09-30,183,0.25292153589315525
CARROT JUICE,58.0,1.61,1.54,10.0,4060.0,2025-04-05,2025-09-25,36,0.9565217391304347
CARROT N BEETROOT JUICE,42.0,1.5,0.75,4.0,2940.0,2025-04-01,2025-09-29,28,0.5
CARRY BAG 8Kg HOLDING CAPACITY,3350.0,18.31,5.91,38.0,40185.6,2025-04-01,2025-09-30,183,0.3227744401966139
CASHEW 320 KG FLYBERRY,29.98,0.28,0.25,1.5,34506.9,2025-04-01,2025-09-29,106,0.8928571428571428
CASHEW BROKEN 2 PIECE  KGSFLYBERRY,23.09,0.26,0.27,2.11,25410.0,2025-04-02,2025-09-30,89,1.0384615384615385
CASHEW TIKKA FLAVOUR FLYBERRY,7.05,0.2,0.15,0.65,12682.8,2025-05-15,2025-09-22,36,0.7499999999999999
CAULIFLOWER,3671.0,20.06,6.95,43.0,127826.1,2025-04-01,2025-09-30,183,0.34646061814556334
CHAKKI ATTA GODHUMA PINDI 1Kg,8.0,1.33,0.52,2.0,520.0,2025-04-02,2025-05-06,6,0.39097744360902253
CHAMA DUMPA,859.72,4.7,2.26,13.26,38453.09,2025-04-01,2025-09-30,183,0.48085106382978715
CHANA DAL 1Kg,32.0,1.14,0.36,2.0,4113.0,2025-04-08,2025-09-30,28,0.31578947368421056
CHANA DAL 250g VELLANKI FOODS,40.0,1.21,0.48,3.0,5250.0,2025-04-10,2025-09-30,33,0.39669421487603307
CHANA DAL 500g,115.0,1.39,0.64,3.0,7445.0,2025-04-16,2025-09-28,83,0.460431654676259
CHAT MURMURA 500 GM,74.0,1.35,0.58,3.0,4680.0,2025-04-03,2025-09-28,55,0.4296296296296296
CHEESE BLOCK 200G HERITAGE,32.0,1.19,0.48,3.0,4217.0,2025-04-09,2025-09-30,27,0.40336134453781514
CHEESE BLOCK 200G MILKY MIST,11.0,1.1,0.32,2.0,1570.0,2025-05-20,2025-09-27,10,0.2909090909090909
CHEESE SLICE 100G MILKY MIST,110.0,1.31,0.6,4.0,8664.47,2025-04-01,2025-09-28,84,0.4580152671755725
CHEESE SLICES 100g AMUL 5PC PACK,75.0,1.53,0.74,4.0,6415.0,2025-04-15,2025-09-18,49,0.48366013071895425
CHEESE SLICES 100g HERITAGE,36.0,1.5,0.78,4.0,2070.0,2025-04-05,2025-06-15,24,0.52
CHEESE SLICES 200g AMUL 10PC PACK,72.0,1.38,0.77,5.0,10199.57,2025-04-03,2025-09-22,52,0.5579710144927537
CHEESE SLICES 200g HERITAGE,9.0,1.12,0.35,2.0,1935.0,2025-04-02,2025-07-07,8,0.31249999999999994
CHEESE SLICES 200g MILKYMIST,57.0,1.3,0.59,4.0,8514.0,2025-04-02,2025-09-30,44,0.4538461538461538
CHEGODI 250g VELLANKI FOODS,352.0,2.26,1.22,8.0,51264.0,2025-04-01,2025-09-29,156,0.5398230088495576
CHEKKARAKELI BANANA,858.44,4.72,1.95,12.0,105288.19,2025-04-01,2025-09-30,182,0.413135593220339
CHERRY LOCAL ANAND,298.0,6.34,2.78,13.0,60574.0,2025-05-08,2025-07-06,47,0.4384858044164038
CHERRY TOMATO KG RED SAMBERRY,16.31,0.34,0.16,0.79,4324.5,2025-06-09,2025-09-30,48,0.47058823529411764
CHERUKU GADDALU,60.0,30.0,18.38,43.0,1920.0,2025-08-26,2025-08-27,2,0.6126666666666666
CHERUKU RASALU KG LOOSE,461.89,6.6,4.09,20.88,76365.67,2025-04-07,2025-06-21,70,0.6196969696969697
CHIA SEEDS KGS FLYBERRY,10.97,0.15,0.1,0.52,9326.2,2025-04-06,2025-09-25,71,0.6666666666666667
CHICOOS SAPOTA JUICE,45.0,1.41,0.71,3.0,2640.0,2025-04-05,2025-09-30,32,0.5035460992907801
CHICOOS(Sapota),308.55,1.77,1.1,5.63,25203.0,2025-04-01,2025-09-30,174,0.6214689265536724
CHIKKUDU SEED PACK,7.61,0.15,0.08,0.55,2284.98,2025-04-11,2025-09-28,52,0.5333333333333333
CHIKKUDUKAI,1020.64,6.8,3.28,14.12,107260.2,2025-04-01,2025-09-30,150,0.4823529411764706
CHINNA RASALU KG LOOSE,889.21,16.47,9.65,35.51,123437.86,2025-04-07,2025-06-06,54,0.5859137826350942
CHINTA CHIGURU,58.76,1.11,0.73,3.42,27442.06,2025-04-14,2025-09-29,53,0.6576576576576576
CHOCOLATE 150G HBD PACK AMUL,15.0,1.07,0.27,2.0,3000.0,2025-04-07,2025-09-06,14,0.25233644859813087
CHOCOLATE MILK SHAKE 180ML HERITAGE,247.0,2.94,1.94,10.0,6424.0,2025-04-06,2025-09-28,84,0.6598639455782312
CHOUSA MANGO KG LOOSE,57.57,3.39,2.84,10.35,13006.95,2025-07-13,2025-08-04,17,0.8377581120943952
CHOWCHOW,24.41,1.53,0.92,3.7,1141.94,2025-07-09,2025-08-30,16,0.6013071895424836
CINNAMON DALCHINI KG FLYBERRY,0.98,0.1,0.06,0.23,927.2,2025-04-20,2025-08-22,10,0.6
CLOVES 50g,69.0,1.25,0.52,3.0,6210.0,2025-04-03,2025-09-26,55,0.41600000000000004
CLUSTER BEANS,1067.93,5.87,2.68,17.46,63949.94,2025-04-01,2025-09-30,182,0.4565587734241908
COCONUT,3696.0,20.2,11.49,85.0,162488.22,2025-04-01,2025-09-30,183,0.5688118811881189
COCONUT KARAM 100G  VELLANKI FOODS,12.0,1.09,0.3,2.0,772.0,2025-04-21,2025-08-31,11,0.2752293577981651
COCONUT MANGO,310.07,5.08,2.44,13.0,59162.73,2025-04-01,2025-06-03,61,0.48031496062992124
COCONUT SLICE KGS FLYBERRY,1.4,0.13,0.06,0.27,657.06,2025-05-27,2025-09-28,11,0.4615384615384615
COKE 250ML,17.0,2.43,1.13,4.0,340.0,2025-06-20,2025-07-05,7,0.4650205761316872
COLOUR CUCUMBER,2629.25,14.37,4.63,29.79,95482.76,2025-04-01,2025-09-30,183,0.3221990257480863
CONTINENTAL XTRA 50g JAR PLUS 25g JAR FREE SOUTH BLEND,10.0,1.25,0.71,3.0,1193.7,2025-07-02,2025-09-20,8,0.568
CONTINENTAL XTRA INSTANT SOUTH BLEND COFFEE 150g POUCH,12.0,1.2,0.42,2.0,4258.0,2025-04-04,2025-09-21,10,0.35
COOKING BUTTER 100G MILKY MIST,82.0,1.46,0.83,4.0,6141.75,2025-04-02,2025-09-24,56,0.5684931506849314
COOKING BUTTER 100g AMUL UNSALTED,40.0,1.54,0.86,4.0,2558.0,2025-05-29,2025-08-26,26,0.5584415584415584
COOKING BUTTER 200G HERITAGE,28.0,1.17,0.38,2.0,3630.0,2025-04-26,2025-09-29,24,0.3247863247863248
COOKING BUTTER UNSALTED 200g MILKY MIST,23.0,1.1,0.3,2.0,3334.0,2025-04-07,2025-09-08,21,0.2727272727272727
COPRA POWDER 100G EVR,41.0,1.24,0.61,3.0,2136.75,2025-04-09,2025-09-24,33,0.49193548387096775
CORIANDER,1980.48,10.88,3.72,24.07,188619.91,2025-04-01,2025-09-30,182,0.34191176470588236
CORIANDER 200g,103.0,1.43,0.69,4.0,6945.0,2025-04-01,2025-09-28,72,0.4825174825174825
CORN FLAKES 200G EVR,10.0,1.11,0.33,2.0,490.0,2025-04-10,2025-06-29,9,0.29729729729729726
CORN FLAKES MIXTURE250g VELLANKI FOODS,211.0,1.67,0.87,5.0,28884.7,2025-04-02,2025-09-29,126,0.5209580838323353
CORN FLOUR 200g EVR,9.0,1.12,0.35,2.0,342.0,2025-04-14,2025-07-03,8,0.31249999999999994
COW GHEE 200ml JAR AMUL HIGH AROMA,37.0,1.19,0.48,3.0,5432.8,2025-04-02,2025-09-28,31,0.40336134453781514
COW GHEE 250G VELLANKI FOODS,74.0,1.61,1.02,5.0,16650.0,2025-04-02,2025-07-24,46,0.6335403726708074
COW GHEE 350g SIDS FARM,44.0,1.19,0.4,2.0,22100.0,2025-04-16,2025-09-22,37,0.33613445378151263
COW MILK 500ML POUCH SIDS FARM,2010.0,10.98,4.97,32.0,83589.86,2025-04-01,2025-09-30,183,0.45264116575591984
CRUNCHY BANANA CHIPS 100g FLYBERRY,9.0,1.12,0.35,2.0,1125.0,2025-04-08,2025-09-16,8,0.31249999999999994
CRUNCHY BANANA CHIPS 65g FLYBERRY,4.0,1.33,0.58,2.0,396.0,2025-07-17,2025-08-09,3,0.4360902255639097
CUCUMBER,5548.36,30.32,8.15,47.51,218653.87,2025-04-01,2025-09-30,183,0.26879947229551454
CUMIN JEERA KG FLYBERRY,0.56,0.19,0.12,0.26,528.2,2025-04-18,2025-07-29,3,0.631578947368421
CURD 135g POUCH MILKY MIST,1753.0,11.17,5.76,33.0,17530.0,2025-04-01,2025-09-27,157,0.5156669650850493
